Status,Neutral,Warehouse,Guid,Code,Type,Area,SubNode,Name,Latitude,Longitude,Level,Node
active,-1,5,0803d1cb-59c0-4efe-83da-92c5a805f6bb,Q7-CEN-757,bin,CEN,[null],node757,61,14,1,root
active,-1,5,4145c7c9-5a63-44ac-bad5-460fdfd26378,Q7-CEN-758,bin,CEN,[null],node758,61,13,1,root
active,-1,5,02dfe077-58f9-4f13-bfc7-7e21450e7707,Q7-CEN-759,bin,CEN,[null],node759,61,12,1,root
active,-1,5,7003beec-dcf6-4162-a094-33fcfdd4842d,Q7-CEN-760,bin,CEN,[null],node760,61,11,1,root
active,-1,5,9da2757d-b477-4703-9250-26dcb3e5ebdf,Q7-CEN-761,bin,CEN,[null],node761,61,10,1,root
active,-1,5,1e2e6596-38dc-40be-b03f-f5aaf031b9c6,Q7-CEN-762,bin,CEN,[null],node762,61,9,1,root
active,-1,5,af65120b-8bfb-4ab9-8031-0c7294a18745,Q7-CEN-763,bin,CEN,[null],node763,61,8,1,root
active,-1,5,8378b50c-8011-4509-8433-8dd1cc2eeff0,Q7-CEN-764,bin,CEN,[null],node764,61,7,1,root
active,-1,5,eee669d7-f6ea-4890-8bec-eee5365056fc,Q7-CEN-765,bin,CEN,[null],node765,61,6,1,root
active,-1,5,37b022df-a43a-42d5-8579-19b643eba2c0,Q7-CEN-766,bin,CEN,[null],node766,61,5,1,root
active,-1,5,2b8459f5-66ac-4868-a92d-75d4116fdf9a,Q7-CEN-767,bin,CEN,[null],node767,61,4,1,root
active,-1,5,cd92d0ea-230d-43be-92ab-cde8d816b403,Q7-CEN-768,bin,CEN,[null],node768,61,3,1,root
active,-1,5,f2c3f793-5c46-4a71-a7b7-1db49a76ed0e,Q7-CEN-769,bin,CEN,[null],node769,61,2,1,root
active,-1,5,ab261811-2d0d-4ce8-9bac-bf84ebdfe1e7,Q7-CEN-770,bin,CEN,[null],node770,61,1,1,root
active,0,5,d19fddb2-7544-4f66-ab8c-2fefd63f2af9,Q7-CEN-2027,path,CEN,[null],node2027,61,0,1,root
active,1,5,a1d9d688-12e0-4178-9c25-aa9c9c8f0249,Q7-CEN-2462,bincar,CEN,[null],node2462,60,30,1,root
active,0,5,1cfb885a-3945-4666-871a-d36c0fcf2e65,Q7-CEN-2099,path,CEN,[null],node2099,60,29,1,root
active,0,5,f91857ce-ba95-425e-8ec6-5de52872ee63,Q7-CEN-1696,path,CEN,[null],node1696,60,28,1,root
active,0,5,9d005040-b072-4179-8a09-e2ac465608d7,Q7-CEN-1695,path,CEN,[null],node1695,60,27,1,root
active,0,5,a1c16a73-3055-491b-bd86-58527cb1b14c,Q7-CEN-1694,path,CEN,[null],node1694,60,26,1,root
active,0,5,0320303a-73d2-4641-adc0-24b7667fc310,Q7-CEN-1693,path,CEN,[null],node1693,60,25,1,root
active,0,5,f279278f-c0e7-44fd-9455-40a0641c6d89,Q7-CEN-1692,path,CEN,[null],node1692,60,24,1,root
active,0,5,aa6bae26-924e-42d7-97f2-90a80ddc0b54,Q7-CEN-1691,path,CEN,[null],node1691,60,23,1,root
active,0,5,9c365444-9842-45c2-886c-95226930b24f,Q7-CEN-1690,path,CEN,[null],node1690,60,22,1,root
active,0,5,f60215a0-369d-44b4-960c-c38195de3454,Q7-CEN-1689,path,CEN,[null],node1689,60,21,1,root
active,0,5,8b21d2aa-96b5-43a6-b63c-5414898e4e0a,Q7-CEN-1688,path,CEN,[null],node1688,60,20,1,root
active,0,5,707bd3b7-d34e-4ff5-a698-523c5545d24d,Q7-CEN-1687,path,CEN,[null],node1687,60,19,1,root
active,0,5,1a3d44e1-23bc-4252-ac6f-4642073ca318,Q7-CEN-1686,path,CEN,[null],node1686,60,18,1,root
active,0,5,f23537a8-8575-4633-8deb-138b94e5618d,Q7-CEN-1685,path,CEN,[null],node1685,60,17,1,root
active,0,5,f2712ab3-cd14-4ee0-bde7-4c91e2905aba,Q7-CEN-1684,path,CEN,[null],node1684,60,16,1,root
active,0,5,1cfb885a-3945-4666-871a-d36c0fcf2e65,Q7-CEN-2172,path,CEN,[null],node2172,60,15,1,root
active,0,5,10e2e60c-a9ae-47af-aaaa-0af6203243a3,Q7-CEN-743,path,CEN,[null],node743,60,14,1,root
active,0,5,74a74c04-6ed2-4c3a-b19f-778d74c92c87,Q7-CEN-744,path,CEN,[null],node744,60,13,1,root
active,0,5,38fd9a38-7a15-4f2f-8a25-063da0f4abe0,Q7-CEN-745,path,CEN,[null],node745,60,12,1,root
active,0,5,e77f2482-257c-4516-9cf0-fa536f0e4df1,Q7-CEN-746,path,CEN,[null],node746,60,11,1,root
active,0,5,135e23a1-b011-4592-8f95-509ef8705104,Q7-CEN-747,path,CEN,[null],node747,60,10,1,root
active,0,5,48b7064d-9606-44b7-923b-9b7b8d40abe3,Q7-CEN-748,path,CEN,[null],node748,60,9,1,root
active,0,5,4c42715b-c126-4e84-a0e9-62644c692373,Q7-CEN-749,path,CEN,[null],node749,60,8,1,root
active,0,5,44db43a2-a0ad-4ea9-8c85-0c3e4db4aad1,Q7-CEN-750,path,CEN,[null],node750,60,7,1,root
active,0,5,7d7e25fe-6e38-4949-8c16-de30c3e1aa9b,Q7-CEN-751,path,CEN,[null],node751,60,6,1,root
active,0,5,e5692cf7-cd16-4cea-91a0-8adc3459d843,Q7-CEN-752,path,CEN,[null],node752,60,5,1,root
active,0,5,f7001cf7-ba25-4eeb-a03f-aba50960061f,Q7-CEN-753,path,CEN,[null],node753,60,4,1,root
active,0,5,02de051c-19eb-4c48-a767-0f42e7fbf21a,Q7-CEN-754,path,CEN,[null],node754,60,3,1,root
active,0,5,2dfe3c5e-2f92-4a1d-9db2-3f4963e2b97a,Q7-CEN-755,path,CEN,[null],node755,60,2,1,root
active,0,5,064d9b38-b4b1-4fe9-ba2f-6575b97c0baf,Q7-CEN-756,path,CEN,[null],node756,60,1,1,root
active,0,5,5c9733c8-3631-463c-8ccf-1bf6da39bb17,Q7-CEN-2026,path,CEN,[null],node2026,60,0,1,root
active,1,5,7abc5e74-4c7e-4a40-bd4d-ba8236037fa5,Q7-CEN-2461,bincar,CEN,[null],node2461,59,30,1,root
active,0,5,69347ff9-6275-4984-b2dc-21ccbfb68cbf,Q7-CEN-2098,path,CEN,[null],node2098,59,29,1,root
active,1,5,594466e1-b9d4-455b-a63c-477585798239,Q7-CEN-1683,bin,CEN,[null],node1683,59,28,1,root
active,1,5,d97d56dd-45e5-4eb6-89f6-9348b40078b2,Q7-CEN-1682,bin,CEN,[null],node1682,59,27,1,root
active,1,5,25e95152-0904-46ca-8697-96d4d04d286a,Q7-CEN-1681,bin,CEN,[null],node1681,59,26,1,root
active,1,5,d4f13015-4b53-4c20-9706-171d576f4fe1,Q7-CEN-1680,bin,CEN,[null],node1680,59,25,1,root
active,1,5,2e2815a1-1eef-4681-9ba0-310c51f600c4,Q7-CEN-1679,bin,CEN,[null],node1679,59,24,1,root
active,1,5,c906a516-e28a-4afa-9039-de0d4b7a57ae,Q7-CEN-1678,bin,CEN,[null],node1678,59,23,1,root
active,1,5,dfa4e958-936d-4f60-8fd1-03262d8e894d,Q7-CEN-1677,bin,CEN,[null],node1677,59,22,1,root
active,1,5,047b8480-a0fc-4f9d-b7c5-e0be3d89ca6e,Q7-CEN-1676,bin,CEN,[null],node1676,59,21,1,root
active,1,5,b1b8617d-55dd-427e-be65-563af3b8883b,Q7-CEN-1675,bin,CEN,[null],node1675,59,20,1,root
active,1,5,530b0320-9a37-43d2-9df3-ee46b8fae9f5,Q7-CEN-1674,bin,CEN,[null],node1674,59,19,1,root
active,1,5,d5242d7f-61f7-442f-8f94-6e4645780753,Q7-CEN-1673,bin,CEN,[null],node1673,59,18,1,root
active,1,5,845413fd-e2e4-4104-b7b1-7e881b7f3bc7,Q7-CEN-1672,bin,CEN,[null],node1672,59,17,1,root
active,1,5,cb186171-d25c-4be4-8cd9-af84aecc856a,Q7-CEN-1671,bin,CEN,[null],node1671,59,16,1,root
active,0,5,69347ff9-6275-4984-b2dc-21ccbfb68cbf,Q7-CEN-2171,path,CEN,[null],node2171,59,15,1,root
active,1,5,480bc27f-b750-4fb8-b663-28f8b9896891,Q7-CEN-729,bin,CEN,[null],node729,59,14,1,root
active,1,5,2a91110d-5d34-4ceb-ba5d-02a4d9dd38ba,Q7-CEN-730,bin,CEN,[null],node730,59,13,1,root
active,1,5,5c96a43f-7de1-4d02-9638-8d08ab012668,Q7-CEN-731,bin,CEN,[null],node731,59,12,1,root
active,1,5,15980b5d-47b4-4c59-8c92-50f0b463ea14,Q7-CEN-732,bin,CEN,[null],node732,59,11,1,root
active,1,5,aa2152ee-1294-40d5-bbc9-2679cee20122,Q7-CEN-733,bin,CEN,[null],node733,59,10,1,root
active,1,5,140f82e2-3745-4595-9bd9-a8660435845c,Q7-CEN-734,bin,CEN,[null],node734,59,9,1,root
active,1,5,6b9641ae-074d-4398-a598-4f975da0f3cd,Q7-CEN-735,bin,CEN,[null],node735,59,8,1,root
active,1,5,bdf86701-016d-4faf-bf59-9c5b3693ba22,Q7-CEN-736,bin,CEN,[null],node736,59,7,1,root
active,1,5,8ccc2852-75e0-432f-8563-f93701d2e7c4,Q7-CEN-737,bin,CEN,[null],node737,59,6,1,root
active,1,5,dc168268-33de-4d04-a914-c5b2289b36a0,Q7-CEN-738,bin,CEN,[null],node738,59,5,1,root
active,1,5,af1a0c8a-aeb7-4fc9-928b-3ad5d86ec064,Q7-CEN-739,bin,CEN,[null],node739,59,4,1,root
active,1,5,34f489f3-bb1c-439c-9930-bdc4c969b123,Q7-CEN-740,bin,CEN,[null],node740,59,3,1,root
active,1,5,2b04c20e-d0b3-457f-bfc2-39366f73086f,Q7-CEN-741,bin,CEN,[null],node741,59,2,1,root
active,1,5,ebf0bcaf-6d6a-400b-8fd7-b72939bae454,Q7-CEN-742,bin,CEN,[null],node742,59,1,1,root
active,0,5,b8b15c1a-f415-4461-97eb-c2fb2f248eea,Q7-CEN-2025,path,CEN,[null],node2025,59,0,1,root
active,1,5,5ff1767b-d5f3-45cc-8fcc-d75239b777a5,Q7-CEN-2460,bincar,CEN,[null],node2460,58,30,1,root
active,0,5,5a34b598-1ddf-433a-ba64-074194cfc920,Q7-CEN-2097,path,CEN,[null],node2097,58,29,1,root
active,-1,5,df2fa9af-6866-4177-ab1a-e7b7734b8e49,Q7-CEN-1670,bin,CEN,[null],node1670,58,28,1,root
active,-1,5,d27716af-33f6-4c22-a9d8-29c614336dc9,Q7-CEN-1669,bin,CEN,[null],node1669,58,27,1,root
active,-1,5,0d95e076-c4f8-44cc-81ed-eac083cfc23e,Q7-CEN-1668,bin,CEN,[null],node1668,58,26,1,root
active,-1,5,7c68dfff-c36c-41a3-9ac0-4d1ffe226f38,Q7-CEN-1667,bin,CEN,[null],node1667,58,25,1,root
active,-1,5,b1bef31e-fb8f-4adf-9b72-c75aa4ce0198,Q7-CEN-1666,bin,CEN,[null],node1666,58,24,1,root
active,-1,5,cc6acd0c-d349-47b1-a3c5-c11af1b4a878,Q7-CEN-1665,bin,CEN,[null],node1665,58,23,1,root
active,-1,5,abf1f5fc-2887-4d64-8d34-c81b1f1a7bb6,Q7-CEN-1664,bin,CEN,[null],node1664,58,22,1,root
active,-1,5,820e1c84-926c-4f0d-97a2-78c63ccda139,Q7-CEN-1663,bin,CEN,[null],node1663,58,21,1,root
active,-1,5,93f52659-bad5-4cf6-adaf-72671eed290c,Q7-CEN-1662,bin,CEN,[null],node1662,58,20,1,root
active,-1,5,ef1dabc1-6ba5-4b29-af4d-7e01bfcee0b3,Q7-CEN-1661,bin,CEN,[null],node1661,58,19,1,root
active,-1,5,cd324b88-d26a-42c0-830b-ad870dad24b1,Q7-CEN-1660,bin,CEN,[null],node1660,58,18,1,root
active,-1,5,f7d5380c-249c-4a57-b41a-47342b2c2424,Q7-CEN-1659,bin,CEN,[null],node1659,58,17,1,root
active,-1,5,6f665e15-0fc2-4aa7-9ff2-f486b59821a1,Q7-CEN-1658,bin,CEN,[null],node1658,58,16,1,root
active,0,5,5a34b598-1ddf-433a-ba64-074194cfc920,Q7-CEN-2170,path,CEN,[null],node2170,58,15,1,root
active,-1,5,9b31dd4a-960b-4836-b645-7757d83769d8,Q7-CEN-715,bin,CEN,[null],node715,58,14,1,root
active,-1,5,89852d7f-200d-414a-a191-ac702e013a33,Q7-CEN-716,bin,CEN,[null],node716,58,13,1,root
active,-1,5,56777c30-a3a4-40b4-9c80-21f5a7921c33,Q7-CEN-717,bin,CEN,[null],node717,58,12,1,root
active,-1,5,3093c2da-0e18-491d-b626-ccde40a14b3f,Q7-CEN-718,bin,CEN,[null],node718,58,11,1,root
active,-1,5,0e71304b-bdbf-43c1-9105-933de77b18fd,Q7-CEN-719,bin,CEN,[null],node719,58,10,1,root
active,-1,5,7708690d-9b59-48eb-9fd3-ef23c02e4836,Q7-CEN-720,bin,CEN,[null],node720,58,9,1,root
active,-1,5,d3e6552c-8398-405f-9d8b-982ba3cd5bf0,Q7-CEN-721,bin,CEN,[null],node721,58,8,1,root
active,-1,5,012ec22b-15e6-494f-9780-64dd785b0ede,Q7-CEN-722,bin,CEN,[null],node722,58,7,1,root
active,-1,5,449e82bb-6986-4cad-b111-1aa6398b229b,Q7-CEN-723,bin,CEN,[null],node723,58,6,1,root
active,-1,5,23c8765d-cce8-43b0-808f-e0e9f73a2232,Q7-CEN-724,bin,CEN,[null],node724,58,5,1,root
active,-1,5,5eedabcc-7530-4c3c-bce5-346c7fd73580,Q7-CEN-725,bin,CEN,[null],node725,58,4,1,root
active,-1,5,014ff514-7bba-4e36-80d8-1a0db07212c7,Q7-CEN-726,bin,CEN,[null],node726,58,3,1,root
active,-1,5,96c250ab-b15f-4426-9c34-3338c4965b5c,Q7-CEN-727,bin,CEN,[null],node727,58,2,1,root
active,-1,5,77ee1cc1-0890-4ae5-8199-e8b23e256db7,Q7-CEN-728,bin,CEN,[null],node728,58,1,1,root
active,0,5,dfd1bc77-12fb-401f-86d8-d903adaeb5d1,Q7-CEN-2024,path,CEN,[null],node2024,58,0,1,root
active,1,5,e6a77337-3e6a-4fc0-b43b-42c1d61cb762,Q7-CEN-2459,bincar,CEN,[null],node2459,57,30,1,root
active,0,5,b00e9af2-43af-428c-9ed7-f64ad60c1acb,Q7-CEN-2096,path,CEN,[null],node2096,57,29,1,root
active,0,5,3ea169a3-2122-4f46-a887-5fb4f7e372d3,Q7-CEN-1657,path,CEN,[null],node1657,57,28,1,root
active,0,5,d41acc56-6b1c-42a5-a7d9-979ae4d8d3ff,Q7-CEN-1656,path,CEN,[null],node1656,57,27,1,root
active,0,5,3318163d-b09c-43e7-ada3-c2c6226ce01b,Q7-CEN-1655,path,CEN,[null],node1655,57,26,1,root
active,0,5,bbf3297a-1451-4c97-9d30-8f04823dbd5b,Q7-CEN-1654,path,CEN,[null],node1654,57,25,1,root
active,0,5,52da19d9-cbd5-4569-a180-2e2999dd63d8,Q7-CEN-1653,path,CEN,[null],node1653,57,24,1,root
active,0,5,438acb30-8e53-47d2-a857-c2a6ba623682,Q7-CEN-1652,path,CEN,[null],node1652,57,23,1,root
active,0,5,37b823de-7b31-4f50-acb1-cbae632bc000,Q7-CEN-1651,path,CEN,[null],node1651,57,22,1,root
active,0,5,680940c1-1fb3-4599-9b63-1c04984f8751,Q7-CEN-1650,path,CEN,[null],node1650,57,21,1,root
active,0,5,e493191b-8049-4e44-b047-29a11d980e68,Q7-CEN-1649,path,CEN,[null],node1649,57,20,1,root
active,0,5,b7b82113-d30f-4da1-a096-8aaebe0c2df3,Q7-CEN-1648,path,CEN,[null],node1648,57,19,1,root
active,0,5,097a065b-8ee2-4355-a081-127ca92650e7,Q7-CEN-1647,path,CEN,[null],node1647,57,18,1,root
active,0,5,48507416-d80d-4158-9567-46d985b5d625,Q7-CEN-1646,path,CEN,[null],node1646,57,17,1,root
active,0,5,09775eea-be6f-4d7c-9cda-e2d932d2623c,Q7-CEN-1645,path,CEN,[null],node1645,57,16,1,root
active,0,5,b00e9af2-43af-428c-9ed7-f64ad60c1acb,Q7-CEN-2169,path,CEN,[null],node2169,57,15,1,root
active,0,5,9354c9d4-76a9-4744-b4b8-08916dcccab9,Q7-CEN-701,path,CEN,[null],node701,57,14,1,root
active,0,5,8631d6d9-0e24-42b9-9e58-8e773feaefb2,Q7-CEN-702,path,CEN,[null],node702,57,13,1,root
active,0,5,f2076a53-f942-4fce-88c9-954b4c78ebe8,Q7-CEN-703,path,CEN,[null],node703,57,12,1,root
active,0,5,48634faa-058f-47a7-a712-00d856f33b33,Q7-CEN-704,path,CEN,[null],node704,57,11,1,root
active,0,5,55fba49c-2ba2-4081-b28f-091ee1b057d3,Q7-CEN-705,path,CEN,[null],node705,57,10,1,root
active,0,5,c3a1ce4e-94be-4f13-94d3-9ba664359fb5,Q7-CEN-706,path,CEN,[null],node706,57,9,1,root
active,0,5,796fb27b-bd1f-468b-8482-fb5b52073bd9,Q7-CEN-707,path,CEN,[null],node707,57,8,1,root
active,0,5,9088a746-270d-4e5e-9765-dfec83c2a83a,Q7-CEN-708,path,CEN,[null],node708,57,7,1,root
active,0,5,801a4d6c-e686-43b4-91ef-969c0106fabe,Q7-CEN-709,path,CEN,[null],node709,57,6,1,root
active,0,5,3ab9aa47-4fd6-4091-bf42-7b606593bae5,Q7-CEN-710,path,CEN,[null],node710,57,5,1,root
active,0,5,4d06270a-6343-443e-9ebf-5fbee58cc69b,Q7-CEN-711,path,CEN,[null],node711,57,4,1,root
active,0,5,934067ff-0f53-4936-8715-d0f9bbda0d14,Q7-CEN-712,path,CEN,[null],node712,57,3,1,root
active,0,5,ac5be19d-a7da-4721-8299-9e27e12e8750,Q7-CEN-713,path,CEN,[null],node713,57,2,1,root
active,0,5,cc6cb194-36e5-4da9-b1a1-019715a5893d,Q7-CEN-714,path,CEN,[null],node714,57,1,1,root
active,0,5,acd70a82-1b38-4500-bdfa-568cdcbc4298,Q7-CEN-2023,path,CEN,[null],node2023,57,0,1,root
active,1,5,2c2d3e28-d7d0-4ce8-8078-042d40cca604,Q7-CEN-2458,bincar,CEN,[null],node2458,56,30,1,root
active,0,5,c3a3f7db-fd32-4228-8ffe-2f73986e43cf,Q7-CEN-2095,path,CEN,[null],node2095,56,29,1,root
active,1,5,137ac882-672f-4919-9680-87d9b84897ba,Q7-CEN-1644,bin,CEN,[null],node1644,56,28,1,root
active,1,5,3fe0d360-8f83-4ab5-a2e9-a5ad53b4b546,Q7-CEN-1643,bin,CEN,[null],node1643,56,27,1,root
active,1,5,09c76cc2-f990-4d2b-8b77-e20e5592ac4b,Q7-CEN-1642,bin,CEN,[null],node1642,56,26,1,root
active,1,5,c411ee3a-2a25-4151-8bab-f63c81685f26,Q7-CEN-1641,bin,CEN,[null],node1641,56,25,1,root
active,1,5,e78534b3-3951-4895-b0f8-c716bc684d63,Q7-CEN-1640,bin,CEN,[null],node1640,56,24,1,root
active,1,5,4538de24-668b-4b65-ac5a-214b70dc064c,Q7-CEN-1639,bin,CEN,[null],node1639,56,23,1,root
active,1,5,0f581fab-38f5-4f33-b438-7221601e5e22,Q7-CEN-1638,bin,CEN,[null],node1638,56,22,1,root
active,1,5,aef56be2-8ab6-4bb9-af5d-9a45171b7c94,Q7-CEN-1637,bin,CEN,[null],node1637,56,21,1,root
active,1,5,f2fc25af-1ab3-48ef-b1d6-a6f066385183,Q7-CEN-1636,bin,CEN,[null],node1636,56,20,1,root
active,1,5,43ff6d8a-98e6-40a0-9276-b51f98ef2826,Q7-CEN-1635,bin,CEN,[null],node1635,56,19,1,root
active,1,5,de15de65-cf6e-499a-b650-71e83b99da77,Q7-CEN-1634,bin,CEN,[null],node1634,56,18,1,root
active,1,5,7e604378-2031-498f-992b-8bb4343a5661,Q7-CEN-1633,bin,CEN,[null],node1633,56,17,1,root
active,1,5,46d6716c-da11-4c6b-9e22-137ae07c7209,Q7-CEN-1632,bin,CEN,[null],node1632,56,16,1,root
active,0,5,c3a3f7db-fd32-4228-8ffe-2f73986e43cf,Q7-CEN-2168,path,CEN,[null],node2168,56,15,1,root
active,1,5,2a068bf8-b134-4d47-9f3c-c05c942d7216,Q7-CEN-687,bin,CEN,[null],node687,56,14,1,root
active,1,5,6e35e4e7-58eb-41c7-a2f3-219ec91cab28,Q7-CEN-688,bin,CEN,[null],node688,56,13,1,root
active,1,5,22139ffc-6aa6-4358-a99e-6e1881f7c9be,Q7-CEN-689,bin,CEN,[null],node689,56,12,1,root
active,1,5,51e4fa70-f72b-460b-a13c-967602cf9109,Q7-CEN-690,bin,CEN,[null],node690,56,11,1,root
active,1,5,3ed0a220-a8ae-46ad-8ca4-9b776747455e,Q7-CEN-691,bin,CEN,[null],node691,56,10,1,root
active,1,5,89d0f83a-dbd9-4ee5-9c39-61e22b5a0990,Q7-CEN-692,bin,CEN,[null],node692,56,9,1,root
active,1,5,99e75ff2-d841-4848-9218-76a6a5af350c,Q7-CEN-693,bin,CEN,[null],node693,56,8,1,root
active,1,5,b2277f45-9aab-48c8-bd99-b06d28aeee80,Q7-CEN-694,bin,CEN,[null],node694,56,7,1,root
active,1,5,9fb66af4-3250-4597-91b0-34b955ffc7b2,Q7-CEN-695,bin,CEN,[null],node695,56,6,1,root
active,1,5,addc1868-d171-4589-aee5-822d11a689cf,Q7-CEN-696,bin,CEN,[null],node696,56,5,1,root
active,1,5,6cad019c-d240-46a0-b244-ef588942ee77,Q7-CEN-697,bin,CEN,[null],node697,56,4,1,root
active,1,5,df1bc5d1-5f8b-4af1-aeb3-03c6611e3f89,Q7-CEN-698,bin,CEN,[null],node698,56,3,1,root
active,1,5,5be360ab-b8d1-485d-84c0-f75194869ceb,Q7-CEN-699,bin,CEN,[null],node699,56,2,1,root
active,1,5,d2cde4de-be19-40b1-afe3-ea6eb0b02425,Q7-CEN-700,bin,CEN,[null],node700,56,1,1,root
active,0,5,74950531-ae2c-4602-8469-4b8cdac1b380,Q7-CEN-2022,path,CEN,[null],node2022,56,0,1,root
active,1,5,1712572b-4f78-4035-828d-2241e78058d4,Q7-CEN-2457,bincar,CEN,[null],node2457,55,30,1,root
active,0,5,68100819-9a66-4c03-8798-3d3ce21fc823,Q7-CEN-2094,path,CEN,[null],node2094,55,29,1,root
active,-1,5,f9c1afaa-39f9-4e4a-b891-267867ac523d,Q7-CEN-1631,bin,CEN,[null],node1631,55,28,1,root
active,-1,5,d3543067-6c3d-4803-804d-e340530c55d9,Q7-CEN-1630,bin,CEN,[null],node1630,55,27,1,root
active,-1,5,d4b9286c-f1c7-4ff5-adb6-f02414a26658,Q7-CEN-1629,bin,CEN,[null],node1629,55,26,1,root
active,-1,5,e51ed2d1-1a21-4b7d-a3e7-28d610fe1c3c,Q7-CEN-1628,bin,CEN,[null],node1628,55,25,1,root
active,-1,5,d8f1c274-b6d1-46bc-b72c-8ceffd5de1d1,Q7-CEN-1627,bin,CEN,[null],node1627,55,24,1,root
active,-1,5,f3984c51-20c2-4959-8879-700bda685b6c,Q7-CEN-1626,bin,CEN,[null],node1626,55,23,1,root
active,-1,5,b268fb9c-fd65-49ea-b8f3-4668e6581693,Q7-CEN-1625,bin,CEN,[null],node1625,55,22,1,root
active,-1,5,313263f4-2601-46c9-b7a0-0064af1e847e,Q7-CEN-1624,bin,CEN,[null],node1624,55,21,1,root
active,-1,5,ac551549-6b56-48c1-b9c9-b3d634dca282,Q7-CEN-1623,bin,CEN,[null],node1623,55,20,1,root
active,-1,5,9acdd165-d792-4d82-8583-119d918987b4,Q7-CEN-1622,bin,CEN,[null],node1622,55,19,1,root
active,-1,5,8f6fc004-b9af-46b5-8929-4aba10f9c1ab,Q7-CEN-1621,bin,CEN,[null],node1621,55,18,1,root
active,-1,5,01db5459-adf4-4712-981b-1b3b1146f1a8,Q7-CEN-1620,bin,CEN,[null],node1620,55,17,1,root
active,-1,5,6d462c1d-0f7c-43b1-8784-93b54b069357,Q7-CEN-1619,bin,CEN,[null],node1619,55,16,1,root
active,0,5,68100819-9a66-4c03-8798-3d3ce21fc823,Q7-CEN-2167,path,CEN,[null],node2167,55,15,1,root
active,-1,5,7ef1aaba-954c-469b-b752-bf9a3e93baa0,Q7-CEN-673,bin,CEN,[null],node673,55,14,1,root
active,-1,5,05ea6ef9-64fa-4934-88d6-e5bb993ce265,Q7-CEN-674,bin,CEN,[null],node674,55,13,1,root
active,-1,5,9f6f6a62-9d49-404e-a04d-74bacca9e0a5,Q7-CEN-675,bin,CEN,[null],node675,55,12,1,root
active,-1,5,38b823fb-659f-404d-b986-cb0bb3afd55a,Q7-CEN-676,bin,CEN,[null],node676,55,11,1,root
active,-1,5,3e87fc2c-7650-4b59-825a-9d0daf5abadf,Q7-CEN-677,bin,CEN,[null],node677,55,10,1,root
active,-1,5,d50d0ed9-9660-4d59-8384-62750d7d54cd,Q7-CEN-678,bin,CEN,[null],node678,55,9,1,root
active,-1,5,050ea473-1ab8-4533-b29d-42b97df64ba5,Q7-CEN-679,bin,CEN,[null],node679,55,8,1,root
active,-1,5,9332a182-cd3a-479a-8f43-db2c2dd7978d,Q7-CEN-680,bin,CEN,[null],node680,55,7,1,root
active,-1,5,6bce03a6-d3fa-4f58-b321-fe25dd445709,Q7-CEN-681,bin,CEN,[null],node681,55,6,1,root
active,-1,5,de727996-e817-4467-bea9-81eb2ba52129,Q7-CEN-682,bin,CEN,[null],node682,55,5,1,root
active,-1,5,bc404ebb-6b29-4ae6-8a5b-84c9599babad,Q7-CEN-683,bin,CEN,[null],node683,55,4,1,root
active,-1,5,8d27d60c-9c61-4f7b-9132-0432037512eb,Q7-CEN-684,bin,CEN,[null],node684,55,3,1,root
active,-1,5,3d5f85ad-2f99-4e8f-a2a4-fba15f71da8f,Q7-CEN-685,bin,CEN,[null],node685,55,2,1,root
active,-1,5,d9a423c0-2aac-4587-8531-0ff6ff06968b,Q7-CEN-686,bin,CEN,[null],node686,55,1,1,root
active,0,5,5e14ee3d-e876-4196-a939-e1d08032c36b,Q7-CEN-2021,path,CEN,[null],node2021,55,0,1,root
active,1,5,28e651ea-6850-450c-a6b7-4766630ddce9,Q7-CEN-2456,bincar,CEN,[null],node2456,54,30,1,root
active,0,5,fe9c1f74-4b3b-496f-9c1f-9911db40d9f9,Q7-CEN-2093,path,CEN,[null],node2093,54,29,1,root
active,0,5,1723f579-2549-4e27-827b-5c084b5d3f78,Q7-CEN-1618,path,CEN,[null],node1618,54,28,1,root
active,0,5,e50d54a7-dfae-4cc4-9a21-49e103c1d8c1,Q7-CEN-1617,path,CEN,[null],node1617,54,27,1,root
active,0,5,460a76e3-a086-4781-9c50-79e766a71083,Q7-CEN-1616,path,CEN,[null],node1616,54,26,1,root
active,0,5,1d726bcd-df89-407a-8b43-beb1a92e9343,Q7-CEN-1615,path,CEN,[null],node1615,54,25,1,root
active,0,5,f939b8a5-9fa1-4be3-aaa4-36257350b9b3,Q7-CEN-1614,path,CEN,[null],node1614,54,24,1,root
active,0,5,d79f8425-f229-43cd-b0f6-4396aceb5074,Q7-CEN-1613,path,CEN,[null],node1613,54,23,1,root
active,0,5,9f3cd502-62c0-4f56-88c0-a18f0b20bb05,Q7-CEN-1612,path,CEN,[null],node1612,54,22,1,root
active,0,5,f8ed6b25-dcfb-44ca-9078-71f2fd166667,Q7-CEN-1611,path,CEN,[null],node1611,54,21,1,root
active,0,5,62582176-967f-47c5-8728-e83f47f1466f,Q7-CEN-1610,path,CEN,[null],node1610,54,20,1,root
active,0,5,d5f27f17-bde0-4c53-8603-1f06ddde7cbd,Q7-CEN-1609,path,CEN,[null],node1609,54,19,1,root
active,0,5,6505df4d-2a8c-4e91-a31e-e2c8740e62fd,Q7-CEN-1608,path,CEN,[null],node1608,54,18,1,root
