"Latitude","Longitude","Neutral","Code","name","Type","SubNode__-","Warehouse","Area","Status","Level","Guid","X","Y"
"36","85","1","BRYA-WS2-3182","node3181","bindummyfm","null","brya","bd","active","1","3181","null","null"
"36","84","1","BRYA-WS2-3145","node3144","binfm","null","brya","bd","active","1","3144","null","null"
"36","83","1","BRYA-WS2-3108","node3107","bindummyfm","null","brya","bd","active","1","3107","null","null"
"36","82","1","BRYA-WS2-3071","node3070","bindummyfm","null","brya","bd","active","1","3070","null","null"
"36","81","1","BRYA-WS2-3034","node3033","binfm","null","brya","bd","active","1","3033","null","null"
"36","80","1","BRYA-WS2-2997","node2996","bindummyfm","null","brya","bd","active","1","2996","null","null"
"36","79","1","BRYA-WS2-2960","node2959","bindummyfm","null","brya","bd","active","1","2959","null","null"
"36","78","1","BRYA-WS2-2923","node2922","binfm","null","brya","bd","active","1","2922","null","null"
"36","77","1","BRYA-WS2-2886","node2885","bindummyfm","null","brya","bd","active","1","2885","null","null"
"36","76","1","BRYA-WS2-2849","node2848","bindummyfm","null","brya","bd","active","1","2848","null","null"
"36","75","1","BRYA-WS2-2812","node2811","binfm","null","brya","bd","active","1","2811","null","null"
"36","74","1","BRYA-WS2-2775","node2774","bindummyfm","null","brya","bd","active","1","2774","null","null"
"36","73","1","BRYA-WS2-2738","node2737","bindummyfm","null","brya","bd","active","1","2737","null","null"
"36","72","1","BRYA-WS2-2701","node2700","binfm","null","brya","bd","active","1","2700","null","null"
"36","71","1","BRYA-WS2-2664","node2663","bindummyfm","null","brya","bd","active","1","2663","null","null"
"36","70","1","BRYA-WS2-2627","node2626","bindummyfm","null","brya","bd","active","1","2626","null","null"
"36","69","1","BRYA-WS2-2590","node2589","binfm","null","brya","bd","active","1","2589","null","null"
"36","68","1","BRYA-WS2-2553","node2552","bindummyfm","null","brya","bd","active","1","2552","null","null"
"36","67","1","BRYA-WS2-2516","node2515","bindummyfm","null","brya","bd","active","1","2515","null","null"
"36","66","1","BRYA-WS2-2479","node2478","binfm","null","brya","bd","active","1","2478","null","null"
"36","65","1","BRYA-WS2-2442","node2441","bindummyfm","null","brya","bd","active","1","2441","null","null"
"36","64","1","BRYA-WS2-2405","node2404","bindummyfm","null","brya","bd","active","1","2404","null","null"
"36","63","1","BRYA-WS2-2368","node2367","binfm","null","brya","bd","active","1","2367","null","null"
"36","62","1","BRYA-WS2-2331","node2330","bindummyfm","null","brya","bd","active","1","2330","null","null"
"36","61","1","BRYA-WS2-2294","node2293","bindummyfm","null","brya","bd","active","1","2293","null","null"
"36","60","1","BRYA-WS2-2257","node2256","binfm","null","brya","bd","active","1","2256","null","null"
"36","59","1","BRYA-WS2-2220","node2219","bindummyfm","null","brya","bd","active","1","2219","null","null"
"36","58","1","BRYA-WS2-2183","node2182","bindummyfm","null","brya","bd","active","1","2182","null","null"
"36","57","1","BRYA-WS2-2146","node2145","binfm","null","brya","bd","active","1","2145","null","null"
"36","56","1","BRYA-WS2-2109","node2108","bindummyfm","null","brya","bd","active","1","2108","null","null"
"36","55","1","BRYA-WS2-2072","node2071","bindummyfm","null","brya","bd","active","1","2071","null","null"
"36","54","1","BRYA-WS2-2035","node2034","binfm","null","brya","bd","active","1","2034","null","null"
"36","53","1","BRYA-WS2-1998","node1997","bindummyfm","null","brya","bd","active","1","1997","null","null"
"36","52","1","BRYA-WS2-1961","node1960","bindummyfm","null","brya","bd","active","1","1960","null","null"
"36","51","1","BRYA-WS2-1924","node1923","binfm","null","brya","bd","active","1","1923","null","null"
"36","50","1","BRYA-WS2-1887","node1886","bindummyfm","null","brya","bd","active","1","1886","null","null"
"36","49","1","BRYA-WS2-1850","node1849","bindummyfm","null","brya","bd","active","1","1849","null","null"
"36","48","1","BRYA-WS2-1813","node1812","binfm","null","brya","bd","active","1","1812","null","null"
"36","47","1","BRYA-WS2-1776","node1775","bindummyfm","null","brya","bd","active","1","1775","null","null"
"36","46","1","BRYA-WS2-1739","node1738","path","null","brya","bd","active","1","1738","null","null"
"36","45","1","BRYA-WS2-1702","node1701","path","null","brya","bd","active","1","1701","null","null"
"36","44","1","BRYA-WS2-1665","node1664","bindummyfm","null","brya","bd","active","1","1664","null","null"
"36","43","1","BRYA-WS2-1628","node1627","binfm","null","brya","bd","active","1","1627","null","null"
"36","42","1","BRYA-WS2-1591","node1590","bindummyfm","null","brya","bd","active","1","1590","null","null"
"36","41","1","BRYA-WS2-1554","node1553","bindummyfm","null","brya","bd","active","1","1553","null","null"
"36","40","1","BRYA-WS2-1517","node1516","binfm","null","brya","bd","active","1","1516","null","null"
"36","39","1","BRYA-WS2-1480","node1479","bindummyfm","null","brya","bd","active","1","1479","null","null"
"36","38","1","BRYA-WS2-1443","node1442","bindummyfm","null","brya","bd","active","1","1442","null","null"
"36","37","1","BRYA-WS2-1406","node1405","binfm","null","brya","bd","active","1","1405","null","null"
"36","36","1","BRYA-WS2-1369","node1368","bindummyfm","null","brya","bd","active","1","1368","null","null"
"36","35","1","BRYA-WS2-1332","node1331","bindummyfm","null","brya","bd","active","1","1331","null","null"
"36","34","1","BRYA-WS2-1295","node1294","binfm","null","brya","bd","active","1","1294","null","null"
"36","33","1","BRYA-WS2-1258","node1257","bindummyfm","null","brya","bd","active","1","1257","null","null"
"36","32","1","BRYA-WS2-1221","node1220","path","null","brya","bd","active","1","1220","null","null"
"36","31","1","BRYA-WS2-1184","node1183","path","null","brya","bd","active","1","1183","null","null"
"36","30","1","BRYA-WS2-1147","node1146","bindummyfm","null","brya","bd","active","1","1146","null","null"
"36","29","1","BRYA-WS2-1110","node1109","binfm","null","brya","bd","active","1","1109","null","null"
"36","28","1","BRYA-WS2-1073","node1072","bindummyfm","null","brya","bd","active","1","1072","null","null"
"36","27","1","BRYA-WS2-1036","node1035","bindummyfm","null","brya","bd","active","1","1035","null","null"
"36","26","1","BRYA-WS2-999","node998","binfm","null","brya","bd","active","1","998","null","null"
"36","25","1","BRYA-WS2-962","node961","bindummyfm","null","brya","bd","active","1","961","null","null"
"36","24","1","BRYA-WS2-925","node924","bindummyfm","null","brya","bd","active","1","924","null","null"
"36","23","1","BRYA-WS2-888","node887","binfm","null","brya","bd","active","1","887","null","null"
"36","22","1","BRYA-WS2-851","node850","bindummyfm","null","brya","bd","active","1","850","null","null"
"36","21","1","BRYA-WS2-814","node813","bindummyfm","null","brya","bd","active","1","813","null","null"
"36","20","1","BRYA-WS2-777","node776","binfm","null","brya","bd","active","1","776","null","null"
"36","19","1","BRYA-WS2-740","node739","bindummyfm","null","brya","bd","active","1","739","null","null"
"36","18","1","BRYA-WS2-703","node702","path","null","brya","bd","active","1","702","null","null"
"36","17","1","BRYA-WS2-666","node665","path","null","brya","bd","active","1","665","null","null"
"36","16","1","BRYA-WS2-629","node628","empty","null","brya","bd","active","1","628","null","null"
"36","15","1","BRYA-WS2-592","node591","empty","null","brya","bd","active","1","591","null","null"
"36","14","1","BRYA-WS2-555","node554","empty","null","brya","bd","active","1","554","null","null"
"36","13","1","BRYA-WS2-518","node517","empty","null","brya","bd","active","1","517","null","null"
"36","12","1","BRYA-WS2-481","node480","empty","null","brya","bd","active","1","480","null","null"
"36","11","1","BRYA-WS2-444","node443","empty","null","brya","bd","active","1","443","null","null"
"36","10","1","BRYA-WS2-407","node406","empty","null","brya","bd","active","1","406","null","null"
"36","9","1","BRYA-WS2-370","node369","empty","null","brya","bd","active","1","369","null","null"
"36","8","1","BRYA-WS2-333","node332","empty","null","brya","bd","active","1","332","null","null"
"36","7","1","BRYA-WS2-296","node295","empty","null","brya","bd","active","1","295","null","null"
"36","6","1","BRYA-WS2-259","node258","empty","null","brya","bd","active","1","258","null","null"
"36","5","1","BRYA-WS2-222","node221","empty","null","brya","bd","active","1","221","null","null"
"36","4","1","BRYA-WS2-185","node184","empty","null","brya","bd","active","1","184","null","null"
"36","3","1","BRYA-WS2-148","node147","empty","null","brya","bd","active","1","147","null","null"
"36","2","1","BRYA-WS2-111","node110","empty","null","brya","bd","active","1","110","null","null"
"36","1","1","BRYA-WS2-74","node73","empty","null","brya","bd","active","1","73","null","null"
"36","0","1","BRYA-WS2-37","node36","empty","null","brya","bd","active","1","36","null","null"
"35","85","1","BRYA-WS2-3181","node3180","path","null","brya","bd","active","1","3180","null","null"
"35","84","1","BRYA-WS2-3144","node3143","path","null","brya","bd","active","1","3143","null","null"
"35","83","1","BRYA-WS2-3107","node3106","path","null","brya","bd","active","1","3106","null","null"
"35","82","1","BRYA-WS2-3070","node3069","path","null","brya","bd","active","1","3069","null","null"
"35","81","1","BRYA-WS2-3033","node3032","path","null","brya","bd","active","1","3032","null","null"
"35","80","1","BRYA-WS2-2996","node2995","path","null","brya","bd","active","1","2995","null","null"
"35","79","1","BRYA-WS2-2959","node2958","path","null","brya","bd","active","1","2958","null","null"
"35","78","1","BRYA-WS2-2922","node2921","path","null","brya","bd","active","1","2921","null","null"
"35","77","1","BRYA-WS2-2885","node2884","path","null","brya","bd","active","1","2884","null","null"
"35","76","1","BRYA-WS2-2848","node2847","path","null","brya","bd","active","1","2847","null","null"
"35","75","1","BRYA-WS2-2811","node2810","path","null","brya","bd","active","1","2810","null","null"
"35","74","1","BRYA-WS2-2774","node2773","path","null","brya","bd","active","1","2773","null","null"
"35","73","1","BRYA-WS2-2737","node2736","path","null","brya","bd","active","1","2736","null","null"
"35","72","1","BRYA-WS2-2700","node2699","path","null","brya","bd","active","1","2699","null","null"
"35","71","1","BRYA-WS2-2663","node2662","path","null","brya","bd","active","1","2662","null","null"
"35","70","1","BRYA-WS2-2626","node2625","path","null","brya","bd","active","1","2625","null","null"
"35","69","1","BRYA-WS2-2589","node2588","path","null","brya","bd","active","1","2588","null","null"
"35","68","1","BRYA-WS2-2552","node2551","path","null","brya","bd","active","1","2551","null","null"
"35","67","1","BRYA-WS2-2515","node2514","path","null","brya","bd","active","1","2514","null","null"
"35","66","1","BRYA-WS2-2478","node2477","path","null","brya","bd","active","1","2477","null","null"
"35","65","1","BRYA-WS2-2441","node2440","path","null","brya","bd","active","1","2440","null","null"
"35","64","1","BRYA-WS2-2404","node2403","path","null","brya","bd","active","1","2403","null","null"
"35","63","1","BRYA-WS2-2367","node2366","path","null","brya","bd","active","1","2366","null","null"
"35","62","1","BRYA-WS2-2330","node2329","path","null","brya","bd","active","1","2329","null","null"
"35","61","1","BRYA-WS2-2293","node2292","path","null","brya","bd","active","1","2292","null","null"
"35","60","1","BRYA-WS2-2256","node2255","path","null","brya","bd","active","1","2255","null","null"
"35","59","1","BRYA-WS2-2219","node2218","path","null","brya","bd","active","1","2218","null","null"
"35","58","1","BRYA-WS2-2182","node2181","path","null","brya","bd","active","1","2181","null","null"
"35","57","1","BRYA-WS2-2145","node2144","path","null","brya","bd","active","1","2144","null","null"
"35","56","1","BRYA-WS2-2108","node2107","path","null","brya","bd","active","1","2107","null","null"
"35","55","1","BRYA-WS2-2071","node2070","path","null","brya","bd","active","1","2070","null","null"
"35","54","1","BRYA-WS2-2034","node2033","path","null","brya","bd","active","1","2033","null","null"
"35","53","1","BRYA-WS2-1997","node1996","path","null","brya","bd","active","1","1996","null","null"
"35","52","1","BRYA-WS2-1960","node1959","path","null","brya","bd","active","1","1959","null","null"
"35","51","1","BRYA-WS2-1923","node1922","path","null","brya","bd","active","1","1922","null","null"
"35","50","1","BRYA-WS2-1886","node1885","path","null","brya","bd","active","1","1885","null","null"
"35","49","1","BRYA-WS2-1849","node1848","path","null","brya","bd","active","1","1848","null","null"
"35","48","1","BRYA-WS2-1812","node1811","path","null","brya","bd","active","1","1811","null","null"
"35","47","1","BRYA-WS2-1775","node1774","path","null","brya","bd","active","1","1774","null","null"
"35","46","1","BRYA-WS2-1738","node1737","path","null","brya","bd","active","1","1737","null","null"
"35","45","1","BRYA-WS2-1701","node1700","path","null","brya","bd","active","1","1700","null","null"
"35","44","1","BRYA-WS2-1664","node1663","path","null","brya","bd","active","1","1663","null","null"
"35","43","1","BRYA-WS2-1627","node1626","path","null","brya","bd","active","1","1626","null","null"
"35","42","1","BRYA-WS2-1590","node1589","path","null","brya","bd","active","1","1589","null","null"
"35","41","1","BRYA-WS2-1553","node1552","path","null","brya","bd","active","1","1552","null","null"
"35","40","1","BRYA-WS2-1516","node1515","path","null","brya","bd","active","1","1515","null","null"
"35","39","1","BRYA-WS2-1479","node1478","path","null","brya","bd","active","1","1478","null","null"
"35","38","1","BRYA-WS2-1442","node1441","path","null","brya","bd","active","1","1441","null","null"
"35","37","1","BRYA-WS2-1405","node1404","path","null","brya","bd","active","1","1404","null","null"
"35","36","1","BRYA-WS2-1368","node1367","path","null","brya","bd","active","1","1367","null","null"
"35","35","1","BRYA-WS2-1331","node1330","path","null","brya","bd","active","1","1330","null","null"
"35","34","1","BRYA-WS2-1294","node1293","path","null","brya","bd","active","1","1293","null","null"
"35","33","1","BRYA-WS2-1257","node1256","path","null","brya","bd","active","1","1256","null","null"
"35","32","1","BRYA-WS2-1220","node1219","path","null","brya","bd","active","1","1219","null","null"
"35","31","1","BRYA-WS2-1183","node1182","path","null","brya","bd","active","1","1182","null","null"
"35","30","1","BRYA-WS2-1146","node1145","path","null","brya","bd","active","1","1145","null","null"
"35","29","1","BRYA-WS2-1109","node1108","path","null","brya","bd","active","1","1108","null","null"
"35","28","1","BRYA-WS2-1072","node1071","path","null","brya","bd","active","1","1071","null","null"
"35","27","1","BRYA-WS2-1035","node1034","path","null","brya","bd","active","1","1034","null","null"
"35","26","1","BRYA-WS2-998","node997","path","null","brya","bd","active","1","997","null","null"
"35","25","1","BRYA-WS2-961","node960","path","null","brya","bd","active","1","960","null","null"
"35","24","1","BRYA-WS2-924","node923","path","null","brya","bd","active","1","923","null","null"
"35","23","1","BRYA-WS2-887","node886","path","null","brya","bd","active","1","886","null","null"
"35","22","1","BRYA-WS2-850","node849","path","null","brya","bd","active","1","849","null","null"
"35","21","1","BRYA-WS2-813","node812","path","null","brya","bd","active","1","812","null","null"
"35","20","1","BRYA-WS2-776","node775","path","null","brya","bd","active","1","775","null","null"
"35","19","1","BRYA-WS2-739","node738","path","null","brya","bd","active","1","738","null","null"
"35","18","1","BRYA-WS2-702","node701","path","null","brya","bd","active","1","701","null","null"
"35","17","1","BRYA-WS2-665","node664","path","null","brya","bd","active","1","664","null","null"
"35","16","1","BRYA-WS2-628","node627","empty","null","brya","bd","active","1","627","null","null"
"35","15","1","BRYA-WS2-591","node590","empty","null","brya","bd","active","1","590","null","null"
"35","14","1","BRYA-WS2-554","node553","empty","null","brya","bd","active","1","553","null","null"
"35","13","1","BRYA-WS2-517","node516","empty","null","brya","bd","active","1","516","null","null"
"35","12","1","BRYA-WS2-480","node479","empty","null","brya","bd","active","1","479","null","null"
"35","11","1","BRYA-WS2-443","node442","empty","null","brya","bd","active","1","442","null","null"
"35","10","1","BRYA-WS2-406","node405","empty","null","brya","bd","active","1","405","null","null"
"35","9","1","BRYA-WS2-369","node368","empty","null","brya","bd","active","1","368","null","null"
"35","8","1","BRYA-WS2-332","node331","empty","null","brya","bd","active","1","331","null","null"
"35","7","1","BRYA-WS2-295","node294","empty","null","brya","bd","active","1","294","null","null"
"35","6","1","BRYA-WS2-258","node257","empty","null","brya","bd","active","1","257","null","null"
"35","5","1","BRYA-WS2-221","node220","empty","null","brya","bd","active","1","220","null","null"
"35","4","1","BRYA-WS2-184","node183","empty","null","brya","bd","active","1","183","null","null"
"35","3","1","BRYA-WS2-147","node146","empty","null","brya","bd","active","1","146","null","null"
"35","2","1","BRYA-WS2-110","node109","empty","null","brya","bd","active","1","109","null","null"
"35","1","1","BRYA-WS2-73","node72","empty","null","brya","bd","active","1","72","null","null"
"35","0","1","BRYA-WS2-36","node35","empty","null","brya","bd","active","1","35","null","null"
"34","85","1","BRYA-WS2-3180","node3179","binfm","null","brya","bd","active","1","3179","null","null"
"34","84","1","BRYA-WS2-3143","node3142","path","null","brya","bd","active","1","3142","null","null"
"34","83","1","BRYA-WS2-3106","node3105","binfm","null","brya","bd","active","1","3105","null","null"
"34","82","1","BRYA-WS2-3069","node3068","binfm","null","brya","bd","active","1","3068","null","null"
"34","81","1","BRYA-WS2-3032","node3031","path","null","brya","bd","active","1","3031","null","null"
"34","80","1","BRYA-WS2-2995","node2994","binfm","null","brya","bd","active","1","2994","null","null"
"34","79","1","BRYA-WS2-2958","node2957","binfm","null","brya","bd","active","1","2957","null","null"
"34","78","1","BRYA-WS2-2921","node2920","path","null","brya","bd","active","1","2920","null","null"
"34","77","1","BRYA-WS2-2884","node2883","binfm","null","brya","bd","active","1","2883","null","null"
"34","76","1","BRYA-WS2-2847","node2846","binfm","null","brya","bd","active","1","2846","null","null"
"34","75","1","BRYA-WS2-2810","node2809","path","null","brya","bd","active","1","2809","null","null"
"34","74","1","BRYA-WS2-2773","node2772","binfm","null","brya","bd","active","1","2772","null","null"
"34","73","1","BRYA-WS2-2736","node2735","binfm","null","brya","bd","active","1","2735","null","null"
"34","72","1","BRYA-WS2-2699","node2698","path","null","brya","bd","active","1","2698","null","null"
"34","71","1","BRYA-WS2-2662","node2661","binfm","null","brya","bd","active","1","2661","null","null"
"34","70","1","BRYA-WS2-2625","node2624","binfm","null","brya","bd","active","1","2624","null","null"
"34","69","1","BRYA-WS2-2588","node2587","path","null","brya","bd","active","1","2587","null","null"
"34","68","1","BRYA-WS2-2551","node2550","binfm","null","brya","bd","active","1","2550","null","null"
"34","67","1","BRYA-WS2-2514","node2513","binfm","null","brya","bd","active","1","2513","null","null"
"34","66","1","BRYA-WS2-2477","node2476","path","null","brya","bd","active","1","2476","null","null"
"34","65","1","BRYA-WS2-2440","node2439","binfm","null","brya","bd","active","1","2439","null","null"
"34","64","1","BRYA-WS2-2403","node2402","binfm","null","brya","bd","active","1","2402","null","null"
"34","63","1","BRYA-WS2-2366","node2365","path","null","brya","bd","active","1","2365","null","null"
"34","62","1","BRYA-WS2-2329","node2328","binfm","null","brya","bd","active","1","2328","null","null"
"34","61","1","BRYA-WS2-2292","node2291","binfm","null","brya","bd","active","1","2291","null","null"
"34","60","1","BRYA-WS2-2255","node2254","path","null","brya","bd","active","1","2254","null","null"
"34","59","1","BRYA-WS2-2218","node2217","binfm","null","brya","bd","active","1","2217","null","null"
"34","58","1","BRYA-WS2-2181","node2180","binfm","null","brya","bd","active","1","2180","null","null"
"34","57","1","BRYA-WS2-2144","node2143","path","null","brya","bd","active","1","2143","null","null"
"34","56","1","BRYA-WS2-2107","node2106","binfm","null","brya","bd","active","1","2106","null","null"
"34","55","1","BRYA-WS2-2070","node2069","binfm","null","brya","bd","active","1","2069","null","null"
"34","54","1","BRYA-WS2-2033","node2032","path","null","brya","bd","active","1","2032","null","null"
"34","53","1","BRYA-WS2-1996","node1995","binfm","null","brya","bd","active","1","1995","null","null"
"34","52","1","BRYA-WS2-1959","node1958","binfm","null","brya","bd","active","1","1958","null","null"
"34","51","1","BRYA-WS2-1922","node1921","path","null","brya","bd","active","1","1921","null","null"
"34","50","1","BRYA-WS2-1885","node1884","binfm","null","brya","bd","active","1","1884","null","null"
"34","49","1","BRYA-WS2-1848","node1847","binfm","null","brya","bd","active","1","1847","null","null"
"34","48","1","BRYA-WS2-1811","node1810","path","null","brya","bd","active","1","1810","null","null"
"34","47","1","BRYA-WS2-1774","node1773","binfm","null","brya","bd","active","1","1773","null","null"
"34","46","1","BRYA-WS2-1737","node1736","binfm","null","brya","bd","active","1","1736","null","null"
"34","45","1","BRYA-WS2-1700","node1699","path","null","brya","bd","active","1","1699","null","null"
"34","44","1","BRYA-WS2-1663","node1662","binfm","null","brya","bd","active","1","1662","null","null"
"34","43","1","BRYA-WS2-1626","node1625","binfm","null","brya","bd","active","1","1625","null","null"
"34","42","1","BRYA-WS2-1589","node1588","path","null","brya","bd","active","1","1588","null","null"
"34","41","1","BRYA-WS2-1552","node1551","binfm","null","brya","bd","active","1","1551","null","null"
"34","40","1","BRYA-WS2-1515","node1514","binfm","null","brya","bd","active","1","1514","null","null"
"34","39","1","BRYA-WS2-1478","node1477","path","null","brya","bd","active","1","1477","null","null"
"34","38","1","BRYA-WS2-1441","node1440","binfm","null","brya","bd","active","1","1440","null","null"
"34","37","1","BRYA-WS2-1404","node1403","binfm","null","brya","bd","active","1","1403","null","null"
"34","36","1","BRYA-WS2-1367","node1366","path","null","brya","bd","active","1","1366","null","null"
"34","35","1","BRYA-WS2-1330","node1329","binfm","null","brya","bd","active","1","1329","null","null"
"34","34","1","BRYA-WS2-1293","node1292","binfm","null","brya","bd","active","1","1292","null","null"
"34","33","1","BRYA-WS2-1256","node1255","path","null","brya","bd","active","1","1255","null","null"
"34","32","1","BRYA-WS2-1219","node1218","binfm","null","brya","bd","active","1","1218","null","null"
"34","31","1","BRYA-WS2-1182","node1181","binfm","null","brya","bd","active","1","1181","null","null"
"34","30","1","BRYA-WS2-1145","node1144","path","null","brya","bd","active","1","1144","null","null"
"34","29","1","BRYA-WS2-1108","node1107","binfm","null","brya","bd","active","1","1107","null","null"
"34","28","1","BRYA-WS2-1071","node1070","binfm","null","brya","bd","active","1","1070","null","null"
"34","27","1","BRYA-WS2-1034","node1033","path","null","brya","bd","active","1","1033","null","null"
"34","26","1","BRYA-WS2-997","node996","binfm","null","brya","bd","active","1","996","null","null"
"34","25","1","BRYA-WS2-960","node959","binfm","null","brya","bd","active","1","959","null","null"
"34","24","1","BRYA-WS2-923","node922","path","null","brya","bd","active","1","922","null","null"
"34","23","1","BRYA-WS2-886","node885","binfm","null","brya","bd","active","1","885","null","null"
"34","22","1","BRYA-WS2-849","node848","binfm","null","brya","bd","active","1","848","null","null"
"34","21","1","BRYA-WS2-812","node811","path","null","brya","bd","active","1","811","null","null"
"34","20","1","BRYA-WS2-775","node774","bin","null","brya","bd","active","1","774","null","null"
"34","19","1","BRYA-WS2-738","node737","bindummy","null","brya","bd","active","1","737","null","null"
"34","18","1","BRYA-WS2-701","node700","bin","null","brya","bd","active","1","700","null","null"
"34","17","1","BRYA-WS2-664","node663","bindummy","null","brya","bd","active","1","663","null","null"
"34","16","1","BRYA-WS2-627","node626","bindummy","null","brya","bd","active","1","626","null","null"
"34","15","1","BRYA-WS2-590","node589","bindummy","null","brya","bd","active","1","589","null","null"
"34","14","1","BRYA-WS2-553","node552","empty","null","brya","bd","active","1","552","null","null"
"34","13","1","BRYA-WS2-516","node515","empty","null","brya","bd","active","1","515","null","null"
"34","12","1","BRYA-WS2-479","node478","empty","null","brya","bd","active","1","478","null","null"
"34","11","1","BRYA-WS2-442","node441","empty","null","brya","bd","active","1","441","null","null"
"34","10","1","BRYA-WS2-405","node404","empty","null","brya","bd","active","1","404","null","null"
"34","9","1","BRYA-WS2-368","node367","empty","null","brya","bd","active","1","367","null","null"
"34","8","1","BRYA-WS2-331","node330","empty","null","brya","bd","active","1","330","null","null"
"34","7","1","BRYA-WS2-294","node293","empty","null","brya","bd","active","1","293","null","null"
"34","6","1","BRYA-WS2-257","node256","empty","null","brya","bd","active","1","256","null","null"
"34","5","1","BRYA-WS2-220","node219","empty","null","brya","bd","active","1","219","null","null"
"34","4","1","BRYA-WS2-183","node182","empty","null","brya","bd","active","1","182","null","null"
"34","3","1","BRYA-WS2-146","node145","empty","null","brya","bd","active","1","145","null","null"
"34","2","1","BRYA-WS2-109","node108","empty","null","brya","bd","active","1","108","null","null"
"34","1","1","BRYA-WS2-72","node71","empty","null","brya","bd","active","1","71","null","null"
"34","0","1","BRYA-WS2-35","node34","empty","null","brya","bd","active","1","34","null","null"
"33","85","1","BRYA-WS2-3179","node3178","bin","null","brya","bd","active","1","3178","null","null"
"33","84","1","BRYA-WS2-3142","node3141","path","null","brya","bd","active","1","3141","null","null"
"33","83","1","BRYA-WS2-3105","node3104","bin","null","brya","bd","active","1","3104","null","null"
"33","82","1","BRYA-WS2-3068","node3067","bin","null","brya","bd","active","1","3067","null","null"
"33","81","1","BRYA-WS2-3031","node3030","path","null","brya","bd","active","1","3030","null","null"
"33","80","1","BRYA-WS2-2994","node2993","bin","null","brya","bd","active","1","2993","null","null"
"33","79","1","BRYA-WS2-2957","node2956","bin","null","brya","bd","active","1","2956","null","null"
"33","78","1","BRYA-WS2-2920","node2919","path","null","brya","bd","active","1","2919","null","null"
"33","77","1","BRYA-WS2-2883","node2882","bin","null","brya","bd","active","1","2882","null","null"
"33","76","1","BRYA-WS2-2846","node2845","bin","null","brya","bd","active","1","2845","null","null"
"33","75","1","BRYA-WS2-2809","node2808","path","null","brya","bd","active","1","2808","null","null"
"33","74","1","BRYA-WS2-2772","node2771","bin","null","brya","bd","active","1","2771","null","null"
"33","73","1","BRYA-WS2-2735","node2734","bin","null","brya","bd","active","1","2734","null","null"
"33","72","1","BRYA-WS2-2698","node2697","path","null","brya","bd","active","1","2697","null","null"
"33","71","1","BRYA-WS2-2661","node2660","bin","null","brya","bd","active","1","2660","null","null"
"33","70","1","BRYA-WS2-2624","node2623","bin","null","brya","bd","active","1","2623","null","null"
"33","69","1","BRYA-WS2-2587","node2586","path","null","brya","bd","active","1","2586","null","null"
"33","68","1","BRYA-WS2-2550","node2549","bin","null","brya","bd","active","1","2549","null","null"
"33","67","1","BRYA-WS2-2513","node2512","bin","null","brya","bd","active","1","2512","null","null"
"33","66","1","BRYA-WS2-2476","node2475","path","null","brya","bd","active","1","2475","null","null"
"33","65","1","BRYA-WS2-2439","node2438","bin","null","brya","bd","active","1","2438","null","null"
"33","64","1","BRYA-WS2-2402","node2401","bin","null","brya","bd","active","1","2401","null","null"
"33","63","1","BRYA-WS2-2365","node2364","path","null","brya","bd","active","1","2364","null","null"
"33","62","1","BRYA-WS2-2328","node2327","bin","null","brya","bd","active","1","2327","null","null"
"33","61","1","BRYA-WS2-2291","node2290","bin","null","brya","bd","active","1","2290","null","null"
"33","60","1","BRYA-WS2-2254","node2253","path","null","brya","bd","active","1","2253","null","null"
"33","59","1","BRYA-WS2-2217","node2216","bin","null","brya","bd","active","1","2216","null","null"
"33","58","1","BRYA-WS2-2180","node2179","bin","null","brya","bd","active","1","2179","null","null"
"33","57","1","BRYA-WS2-2143","node2142","path","null","brya","bd","active","1","2142","null","null"
"33","56","1","BRYA-WS2-2106","node2105","bin","null","brya","bd","active","1","2105","null","null"
"33","55","1","BRYA-WS2-2069","node2068","bin","null","brya","bd","active","1","2068","null","null"
"33","54","1","BRYA-WS2-2032","node2031","path","null","brya","bd","active","1","2031","null","null"
"33","53","1","BRYA-WS2-1995","node1994","bin","null","brya","bd","active","1","1994","null","null"
"33","52","1","BRYA-WS2-1958","node1957","bin","null","brya","bd","active","1","1957","null","null"
"33","51","1","BRYA-WS2-1921","node1920","path","null","brya","bd","active","1","1920","null","null"
"33","50","1","BRYA-WS2-1884","node1883","bin","null","brya","bd","active","1","1883","null","null"
"33","49","1","BRYA-WS2-1847","node1846","bin","null","brya","bd","active","1","1846","null","null"
"33","48","1","BRYA-WS2-1810","node1809","path","null","brya","bd","active","1","1809","null","null"
"33","47","1","BRYA-WS2-1773","node1772","bin","null","brya","bd","active","1","1772","null","null"
"33","46","1","BRYA-WS2-1736","node1735","bin","null","brya","bd","active","1","1735","null","null"
"33","45","1","BRYA-WS2-1699","node1698","path","null","brya","bd","active","1","1698","null","null"
"33","44","1","BRYA-WS2-1662","node1661","bin","null","brya","bd","active","1","1661","null","null"
"33","43","1","BRYA-WS2-1625","node1624","bin","null","brya","bd","active","1","1624","null","null"
"33","42","1","BRYA-WS2-1588","node1587","path","null","brya","bd","active","1","1587","null","null"
"33","41","1","BRYA-WS2-1551","node1550","bin","null","brya","bd","active","1","1550","null","null"
"33","40","1","BRYA-WS2-1514","node1513","bin","null","brya","bd","active","1","1513","null","null"
"33","39","1","BRYA-WS2-1477","node1476","path","null","brya","bd","active","1","1476","null","null"
