Status,Neutral,Warehouse,Guid,Code,Type,Area,SubNode,Name,Latitude,Longitude,LevelId,LevelName,Node,RegionId,RegionName
active,1,04,47,Q7-CEN-47,bin,CEN,,node46,1,18,2,tang 2,root,1,warehouse1
active,1,04,48,Q7-CEN-48,bin,CEN,,node47,1,19,2,tang 2,root,1,warehouse1
active,1,04,49,Q7-CEN-49,bin,CEN,,node48,1,20,2,tang 2,root,1,warehouse1
active,1,04,50,Q7-CEN-50,bin,CEN,,node49,1,21,2,tang 2,root,1,warehouse1
active,1,04,51,Q7-CEN-51,bin,CEN,,node50,1,22,2,tang 2,root,1,warehouse1
active,1,04,52,Q7-CEN-52,bin,CEN,,node51,1,23,2,tang 2,root,1,warehouse1
active,1,04,53,Q7-CEN-53,bin,CEN,,node52,1,24,2,tang 2,root,1,warehouse1
active,1,04,54,Q7-CEN-54,bin,CEN,,node53,1,25,2,tang 2,root,1,warehouse1
active,1,04,55,Q7-CEN-55,bin,CEN,,node54,1,26,2,tang 2,root,1,warehouse1
active,1,04,56,Q7-CEN-56,bin,CEN,,node55,1,27,2,tang 2,root,1,warehouse1
active,1,04,57,Q7-CEN-57,bin,CEN,,node56,2,0,2,tang 2,root,1,warehouse1
active,1,04,58,Q7-CEN-58,bin,CEN,,node57,2,1,2,tang 2,root,1,warehouse1
active,1,04,59,Q7-CEN-59,bin,CEN,,node58,2,2,2,tang 2,root,1,warehouse1
active,1,04,60,Q7-CEN-60,bin,CEN,,node59,2,3,2,tang 2,root,1,warehouse1
active,1,04,61,Q7-CEN-61,bin,CEN,,node60,2,4,2,tang 2,root,1,warehouse1
active,1,04,62,Q7-CEN-62,bin,CEN,,node61,2,5,2,tang 2,root,1,warehouse1
active,1,04,63,Q7-CEN-63,bin,CEN,,node62,2,6,2,tang 2,root,1,warehouse1
active,1,04,64,Q7-CEN-64,bin,CEN,,node63,2,7,2,tang 2,root,1,warehouse1
active,1,04,65,Q7-CEN-65,bin,CEN,,node64,2,8,2,tang 2,root,1,warehouse1
active,1,04,66,Q7-CEN-66,bin,CEN,,node65,2,9,2,tang 2,root,1,warehouse1
active,1,04,67,Q7-CEN-67,bin,CEN,,node66,2,10,2,tang 2,root,1,warehouse1
active,1,04,68,Q7-CEN-68,bin,CEN,,node67,2,11,2,tang 2,root,1,warehouse1
active,1,04,69,Q7-CEN-69,bin,CEN,,node68,2,12,2,tang 2,root,1,warehouse1
active,1,04,70,Q7-CEN-70,bin,CEN,,node69,2,13,2,tang 2,root,1,warehouse1
active,1,04,71,Q7-CEN-71,bin,CEN,,node70,2,14,2,tang 2,root,1,warehouse1
active,1,04,72,Q7-CEN-72,bin,CEN,,node71,2,15,2,tang 2,root,1,warehouse1
active,1,04,73,Q7-CEN-73,bin,CEN,,node72,2,16,2,tang 2,root,1,warehouse1
active,1,04,74,Q7-CEN-74,bin,CEN,,node73,2,17,2,tang 2,root,1,warehouse1
active,1,04,75,Q7-CEN-75,bin,CEN,,node74,2,18,2,tang 2,root,1,warehouse1
active,1,04,76,Q7-CEN-76,bin,CEN,,node75,2,19,2,tang 2,root,1,warehouse1
active,1,04,77,Q7-CEN-77,bin,CEN,,node76,2,20,2,tang 2,root,1,warehouse1
active,1,04,78,Q7-CEN-78,bin,CEN,,node77,2,21,2,tang 2,root,1,warehouse1
active,1,04,79,Q7-CEN-79,bin,CEN,,node78,2,22,2,tang 2,root,1,warehouse1
active,1,04,80,Q7-CEN-80,bin,CEN,,node79,2,23,2,tang 2,root,1,warehouse1
active,1,04,81,Q7-CEN-81,bin,CEN,,node80,2,24,2,tang 2,root,1,warehouse1
active,1,04,82,Q7-CEN-82,bin,CEN,,node81,2,25,2,tang 2,root,1,warehouse1
active,1,04,83,Q7-CEN-83,bin,CEN,,node82,2,26,2,tang 2,root,1,warehouse1
active,1,04,84,Q7-CEN-84,bin,CEN,,node83,2,27,2,tang 2,root,1,warehouse1
active,1,04,85,Q7-CEN-85,bin,CEN,,node84,3,0,2,tang 2,root,1,warehouse1
active,1,04,86,Q7-CEN-86,bin,CEN,,node85,3,1,2,tang 2,root,1,warehouse1
active,1,04,87,Q7-CEN-87,bin,CEN,,node86,3,2,2,tang 2,root,1,warehouse1
active,1,04,88,Q7-CEN-88,bin,CEN,,node87,3,3,2,tang 2,root,1,warehouse1
active,1,04,89,Q7-CEN-89,bin,CEN,,node88,3,4,2,tang 2,root,1,warehouse1
active,1,04,90,Q7-CEN-90,bin,CEN,,node89,3,5,2,tang 2,root,1,warehouse1
active,1,04,91,Q7-CEN-91,bin,CEN,,node90,3,6,2,tang 2,root,1,warehouse1
active,1,04,92,Q7-CEN-92,bin,CEN,,node91,3,7,2,tang 2,root,1,warehouse1
active,1,04,93,Q7-CEN-93,bin,CEN,,node92,3,8,2,tang 2,root,1,warehouse1
active,1,04,94,Q7-CEN-94,bin,CEN,,node93,3,9,2,tang 2,root,1,warehouse1
active,1,04,95,Q7-CEN-95,bin,CEN,,node94,3,10,2,tang 2,root,1,warehouse1
active,1,04,96,Q7-CEN-96,bin,CEN,,node95,3,11,2,tang 2,root,1,warehouse1
active,1,04,97,Q7-CEN-97,bin,CEN,,node96,3,12,2,tang 2,root,1,warehouse1
active,1,04,98,Q7-CEN-98,bin,CEN,,node97,3,13,2,tang 2,root,1,warehouse1
active,1,04,99,Q7-CEN-99,bin,CEN,,node98,3,14,2,tang 2,root,1,warehouse1
active,1,04,100,Q7-CEN-100,bin,CEN,,node99,3,15,2,tang 2,root,1,warehouse1
active,1,04,101,Q7-CEN-101,bin,CEN,,node100,3,16,2,tang 2,root,1,warehouse1
active,1,04,102,Q7-CEN-102,bin,CEN,,node101,3,17,2,tang 2,root,1,warehouse1
active,1,04,103,Q7-CEN-103,bin,CEN,,node102,3,18,2,tang 2,root,1,warehouse1
active,1,04,104,Q7-CEN-104,bin,CEN,,node103,3,19,2,tang 2,root,1,warehouse1
active,1,04,105,Q7-CEN-105,bin,CEN,,node104,3,20,2,tang 2,root,1,warehouse1
active,1,04,106,Q7-CEN-106,bin,CEN,,node105,3,21,2,tang 2,root,1,warehouse1
active,1,04,107,Q7-CEN-107,bin,CEN,,node106,3,22,2,tang 2,root,1,warehouse1
active,1,04,108,Q7-CEN-108,bin,CEN,,node107,3,23,2,tang 2,root,1,warehouse1
active,1,04,109,Q7-CEN-109,bin,CEN,,node108,3,24,2,tang 2,root,1,warehouse1
active,1,04,110,Q7-CEN-110,bin,CEN,,node109,3,25,2,tang 2,root,1,warehouse1
active,1,04,111,Q7-CEN-111,bin,CEN,,node110,3,26,2,tang 2,root,1,warehouse1
active,1,04,112,Q7-CEN-112,bin,CEN,,node111,3,27,2,tang 2,root,1,warehouse1
active,1,04,113,Q7-CEN-113,bin,CEN,,node112,4,0,2,tang 2,root,1,warehouse1
active,1,04,114,Q7-CEN-114,bin,CEN,,node113,4,1,2,tang 2,root,1,warehouse1
active,1,04,115,Q7-CEN-115,bin,CEN,,node114,4,2,2,tang 2,root,1,warehouse1
active,1,04,116,Q7-CEN-116,bin,CEN,,node115,4,3,2,tang 2,root,1,warehouse1
active,1,04,117,Q7-CEN-117,bin,CEN,,node116,4,4,2,tang 2,root,1,warehouse1
active,1,04,118,Q7-CEN-118,bin,CEN,,node117,4,5,2,tang 2,root,1,warehouse1
active,1,04,119,Q7-CEN-119,bin,CEN,,node118,4,6,2,tang 2,root,1,warehouse1
active,1,04,120,Q7-CEN-120,bin,CEN,,node119,4,7,2,tang 2,root,1,warehouse1
active,1,04,121,Q7-CEN-121,bin,CEN,,node120,4,8,2,tang 2,root,1,warehouse1
active,1,04,122,Q7-CEN-122,bin,CEN,,node121,4,9,2,tang 2,root,1,warehouse1
active,1,04,123,Q7-CEN-123,bin,CEN,,node122,4,10,2,tang 2,root,1,warehouse1
active,1,04,124,Q7-CEN-124,bin,CEN,,node123,4,11,2,tang 2,root,1,warehouse1
active,1,04,125,Q7-CEN-125,bin,CEN,,node124,4,12,2,tang 2,root,1,warehouse1
active,1,04,126,Q7-CEN-126,bin,CEN,,node125,4,13,2,tang 2,root,1,warehouse1
active,1,04,127,Q7-CEN-127,bin,CEN,,node126,4,14,2,tang 2,root,1,warehouse1
active,1,04,128,Q7-CEN-128,bin,CEN,,node127,4,15,2,tang 2,root,1,warehouse1
active,1,04,129,Q7-CEN-129,bin,CEN,,node128,4,16,2,tang 2,root,1,warehouse1
active,1,04,130,Q7-CEN-130,bin,CEN,,node129,4,17,2,tang 2,root,1,warehouse1
active,1,04,131,Q7-CEN-131,bin,CEN,,node130,4,18,2,tang 2,root,1,warehouse1
active,1,04,132,Q7-CEN-132,bin,CEN,,node131,4,19,2,tang 2,root,1,warehouse1
active,1,04,133,Q7-CEN-133,bin,CEN,,node132,4,20,2,tang 2,root,1,warehouse1
active,1,04,134,Q7-CEN-134,bin,CEN,,node133,4,21,2,tang 2,root,1,warehouse1
active,1,04,135,Q7-CEN-135,bin,CEN,,node134,4,22,2,tang 2,root,1,warehouse1
active,1,04,136,Q7-CEN-136,bin,CEN,,node135,4,23,2,tang 2,root,1,warehouse1
active,1,04,137,Q7-CEN-137,bin,CEN,,node136,4,24,2,tang 2,root,1,warehouse1
active,1,04,138,Q7-CEN-138,bin,CEN,,node137,4,25,2,tang 2,root,1,warehouse1
active,1,04,139,Q7-CEN-139,bin,CEN,,node138,4,26,2,tang 2,root,1,warehouse1
active,1,04,140,Q7-CEN-140,bin,CEN,,node139,4,27,2,tang 2,root,1,warehouse1
active,1,04,141,Q7-CEN-141,bin,CEN,,node140,5,0,2,tang 2,root,1,warehouse1
active,1,04,142,Q7-CEN-142,bin,CEN,,node141,5,1,2,tang 2,root,1,warehouse1
active,1,04,143,Q7-CEN-143,bin,CEN,,node142,5,2,2,tang 2,root,1,warehouse1
active,1,04,144,Q7-CEN-144,bin,CEN,,node143,5,3,2,tang 2,root,1,warehouse1
active,1,04,145,Q7-CEN-145,bin,CEN,,node144,5,4,2,tang 2,root,1,warehouse1
active,1,04,146,Q7-CEN-146,bin,CEN,,node145,5,5,2,tang 2,root,1,warehouse1
active,1,04,147,Q7-CEN-147,bin,CEN,,node146,5,6,2,tang 2,root,1,warehouse1
active,1,04,148,Q7-CEN-148,bin,CEN,,node147,5,7,2,tang 2,root,1,warehouse1
active,1,04,149,Q7-CEN-149,bin,CEN,,node148,5,8,2,tang 2,root,1,warehouse1
active,1,04,150,Q7-CEN-150,bin,CEN,,node149,5,9,2,tang 2,root,1,warehouse1
active,1,04,151,Q7-CEN-151,bin,CEN,,node150,5,10,2,tang 2,root,1,warehouse1
active,1,04,152,Q7-CEN-152,bin,CEN,,node151,5,11,2,tang 2,root,1,warehouse1
active,1,04,153,Q7-CEN-153,bin,CEN,,node152,5,12,2,tang 2,root,1,warehouse1
active,1,04,154,Q7-CEN-154,bin,CEN,,node153,5,13,2,tang 2,root,1,warehouse1
active,1,04,155,Q7-CEN-155,bin,CEN,,node154,5,14,2,tang 2,root,1,warehouse1
active,1,04,156,Q7-CEN-156,bin,CEN,,node155,5,15,2,tang 2,root,1,warehouse1
active,1,04,157,Q7-CEN-157,bin,CEN,,node156,5,16,2,tang 2,root,1,warehouse1
active,1,04,158,Q7-CEN-158,bin,CEN,,node157,5,17,2,tang 2,root,1,warehouse1
active,1,04,159,Q7-CEN-159,bin,CEN,,node158,5,18,2,tang 2,root,1,warehouse1
active,1,04,160,Q7-CEN-160,bin,CEN,,node159,5,19,2,tang 2,root,1,warehouse1
active,1,04,161,Q7-CEN-161,bin,CEN,,node160,5,20,2,tang 2,root,1,warehouse1
active,1,04,162,Q7-CEN-162,bin,CEN,,node161,5,21,2,tang 2,root,1,warehouse1
active,1,04,163,Q7-CEN-163,bin,CEN,,node162,5,22,2,tang 2,root,1,warehouse1
active,1,04,164,Q7-CEN-164,bin,CEN,,node163,5,23,2,tang 2,root,1,warehouse1
active,1,04,165,Q7-CEN-165,bin,CEN,,node164,5,24,2,tang 2,root,1,warehouse1
active,1,04,166,Q7-CEN-166,bin,CEN,,node165,5,25,2,tang 2,root,1,warehouse1
active,1,04,167,Q7-CEN-167,bin,CEN,,node166,5,26,2,tang 2,root,1,warehouse1
active,1,04,168,Q7-CEN-168,bin,CEN,,node167,5,27,2,tang 2,root,1,warehouse1
active,1,04,169,Q7-CEN-169,bin,CEN,,node168,6,0,2,tang 2,root,1,warehouse1
active,1,04,170,Q7-CEN-170,bin,CEN,,node169,6,1,2,tang 2,root,1,warehouse1
active,1,04,171,Q7-CEN-171,bin,CEN,,node170,6,2,2,tang 2,root,1,warehouse1
active,1,04,172,Q7-CEN-172,bin,CEN,,node171,6,3,2,tang 2,root,1,warehouse1
active,1,04,173,Q7-CEN-173,bin,CEN,,node172,6,4,2,tang 2,root,1,warehouse1
active,1,04,174,Q7-CEN-174,bin,CEN,,node173,6,5,2,tang 2,root,1,warehouse1
active,1,04,175,Q7-CEN-175,bin,CEN,,node174,6,6,2,tang 2,root,1,warehouse1
active,1,04,176,Q7-CEN-176,bin,CEN,,node175,6,7,2,tang 2,root,1,warehouse1
active,1,04,177,Q7-CEN-177,bin,CEN,,node176,6,8,2,tang 2,root,1,warehouse1
active,1,04,178,Q7-CEN-178,bin,CEN,,node177,6,9,2,tang 2,root,1,warehouse1
active,1,04,179,Q7-CEN-179,bin,CEN,,node178,6,10,2,tang 2,root,1,warehouse1
active,1,04,180,Q7-CEN-180,bin,CEN,,node179,6,11,2,tang 2,root,1,warehouse1
active,1,04,181,Q7-CEN-181,bin,CEN,,node180,6,12,2,tang 2,root,1,warehouse1
active,1,04,182,Q7-CEN-182,bin,CEN,,node181,6,13,2,tang 2,root,1,warehouse1
active,1,04,183,Q7-CEN-183,bin,CEN,,node182,6,14,2,tang 2,root,1,warehouse1
active,1,04,184,Q7-CEN-184,bin,CEN,,node183,6,15,2,tang 2,root,1,warehouse1
active,1,04,185,Q7-CEN-185,bin,CEN,,node184,6,16,2,tang 2,root,1,warehouse1
active,1,04,186,Q7-CEN-186,bin,CEN,,node185,6,17,2,tang 2,root,1,warehouse1
active,1,04,187,Q7-CEN-187,bin,CEN,,node186,6,18,2,tang 2,root,1,warehouse1
active,1,04,188,Q7-CEN-188,bin,CEN,,node187,6,19,2,tang 2,root,1,warehouse1
active,1,04,189,Q7-CEN-189,bin,CEN,,node188,6,20,2,tang 2,root,1,warehouse1
active,1,04,190,Q7-CEN-190,bin,CEN,,node189,6,21,2,tang 2,root,1,warehouse1
active,1,04,191,Q7-CEN-191,bin,CEN,,node190,6,22,2,tang 2,root,1,warehouse1
active,1,04,192,Q7-CEN-192,bin,CEN,,node191,6,23,2,tang 2,root,1,warehouse1
active,1,04,193,Q7-CEN-193,bin,CEN,,node192,6,24,2,tang 2,root,1,warehouse1
active,1,04,194,Q7-CEN-194,bin,CEN,,node193,6,25,2,tang 2,root,1,warehouse1
active,1,04,195,Q7-CEN-195,bin,CEN,,node194,6,26,2,tang 2,root,1,warehouse1
active,1,04,196,Q7-CEN-196,bin,CEN,,node195,6,27,2,tang 2,root,1,warehouse1
active,1,04,197,Q7-CEN-197,bin,CEN,,node196,7,0,2,tang 2,root,1,warehouse1
active,1,04,198,Q7-CEN-198,bin,CEN,,node197,7,1,2,tang 2,root,1,warehouse1
active,1,04,199,Q7-CEN-199,bin,CEN,,node198,7,2,2,tang 2,root,1,warehouse1
active,1,04,200,Q7-CEN-200,bin,CEN,,node199,7,3,2,tang 2,root,1,warehouse1
active,1,04,201,Q7-CEN-201,bin,CEN,,node200,7,4,2,tang 2,root,1,warehouse1
active,1,04,202,Q7-CEN-202,bin,CEN,,node201,7,5,2,tang 2,root,1,warehouse1
active,1,04,203,Q7-CEN-203,bin,CEN,,node202,7,6,2,tang 2,root,1,warehouse1
active,1,04,204,Q7-CEN-204,bin,CEN,,node203,7,7,2,tang 2,root,1,warehouse1
active,1,04,205,Q7-CEN-205,bin,CEN,,node204,7,8,2,tang 2,root,1,warehouse1
active,1,04,206,Q7-CEN-206,bin,CEN,,node205,7,9,2,tang 2,root,1,warehouse1
active,1,04,207,Q7-CEN-207,bin,CEN,,node206,7,10,2,tang 2,root,1,warehouse1
active,1,04,208,Q7-CEN-208,bin,CEN,,node207,7,11,2,tang 2,root,1,warehouse1
active,1,04,209,Q7-CEN-209,bin,CEN,,node208,7,12,2,tang 2,root,1,warehouse1
active,1,04,210,Q7-CEN-210,bin,CEN,,node209,7,13,2,tang 2,root,1,warehouse1
active,1,04,211,Q7-CEN-211,bin,CEN,,node210,7,14,2,tang 2,root,1,warehouse1
active,1,04,212,Q7-CEN-212,bin,CEN,,node211,7,15,2,tang 2,root,1,warehouse1
active,1,04,213,Q7-CEN-213,bin,CEN,,node212,7,16,2,tang 2,root,1,warehouse1
active,1,04,214,Q7-CEN-214,bin,CEN,,node213,7,17,2,tang 2,root,1,warehouse1
active,1,04,215,Q7-CEN-215,bin,CEN,,node214,7,18,2,tang 2,root,1,warehouse1
active,1,04,216,Q7-CEN-216,bin,CEN,,node215,7,19,2,tang 2,root,1,warehouse1
active,1,04,217,Q7-CEN-217,bin,CEN,,node216,7,20,2,tang 2,root,1,warehouse1
active,1,04,218,Q7-CEN-218,bin,CEN,,node217,7,21,2,tang 2,root,1,warehouse1
active,1,04,219,Q7-CEN-219,bin,CEN,,node218,7,22,2,tang 2,root,1,warehouse1
active,1,04,220,Q7-CEN-220,bin,CEN,,node219,7,23,2,tang 2,root,1,warehouse1
active,1,04,221,Q7-CEN-221,bin,CEN,,node220,7,24,2,tang 2,root,1,warehouse1
active,1,04,222,Q7-CEN-222,bin,CEN,,node221,7,25,2,tang 2,root,1,warehouse1
active,1,04,223,Q7-CEN-223,bin,CEN,,node222,7,26,2,tang 2,root,1,warehouse1
active,1,04,224,Q7-CEN-224,bin,CEN,,node223,7,27,2,tang 2,root,1,warehouse1
active,1,04,225,Q7-CEN-225,bin,CEN,,node224,8,0,2,tang 2,root,1,warehouse1
active,1,04,226,Q7-CEN-226,bin,CEN,,node225,8,1,2,tang 2,root,1,warehouse1
active,1,04,227,Q7-CEN-227,bin,CEN,,node226,8,2,2,tang 2,root,1,warehouse1
active,1,04,228,Q7-CEN-228,bin,CEN,,node227,8,3,2,tang 2,root,1,warehouse1
active,1,04,229,Q7-CEN-229,bin,CEN,,node228,8,4,2,tang 2,root,1,warehouse1
active,1,04,230,Q7-CEN-230,bin,CEN,,node229,8,5,2,tang 2,root,1,warehouse1
active,1,04,231,Q7-CEN-231,bin,CEN,,node230,8,6,2,tang 2,root,1,warehouse1
active,1,04,232,Q7-CEN-232,bin,CEN,,node231,8,7,2,tang 2,root,1,warehouse1
active,1,04,233,Q7-CEN-233,bin,CEN,,node232,8,8,2,tang 2,root,1,warehouse1
active,1,04,234,Q7-CEN-234,bin,CEN,,node233,8,9,2,tang 2,root,1,warehouse1
active,1,04,235,Q7-CEN-235,bin,CEN,,node234,8,10,2,tang 2,root,1,warehouse1
active,1,04,236,Q7-CEN-236,bin,CEN,,node235,8,11,2,tang 2,root,1,warehouse1
active,1,04,237,Q7-CEN-237,bin,CEN,,node236,8,12,2,tang 2,root,1,warehouse1
active,1,04,238,Q7-CEN-238,bin,CEN,,node237,8,13,2,tang 2,root,1,warehouse1
active,1,04,239,Q7-CEN-239,bin,CEN,,node238,8,14,2,tang 2,root,1,warehouse1
active,1,04,240,Q7-CEN-240,bin,CEN,,node239,8,15,2,tang 2,root,1,warehouse1
active,1,04,241,Q7-CEN-241,bin,CEN,,node240,8,16,2,tang 2,root,1,warehouse1
active,1,04,242,Q7-CEN-242,bin,CEN,,node241,8,17,2,tang 2,root,1,warehouse1
active,1,04,243,Q7-CEN-243,bin,CEN,,node242,8,18,2,tang 2,root,1,warehouse1
active,1,04,244,Q7-CEN-244,bin,CEN,,node243,8,19,2,tang 2,root,1,warehouse1
active,1,04,245,Q7-CEN-245,bin,CEN,,node244,8,20,2,tang 2,root,1,warehouse1
active,1,04,246,Q7-CEN-246,bin,CEN,,node245,8,21,2,tang 2,root,1,warehouse1
active,1,04,247,Q7-CEN-247,bin,CEN,,node246,8,22,2,tang 2,root,1,warehouse1
active,1,04,248,Q7-CEN-248,bin,CEN,,node247,8,23,2,tang 2,root,1,warehouse1
active,1,04,249,Q7-CEN-249,bin,CEN,,node248,8,24,2,tang 2,root,1,warehouse1
active,1,04,250,Q7-CEN-250,bin,CEN,,node249,8,25,2,tang 2,root,1,warehouse1
active,1,04,251,Q7-CEN-251,bin,CEN,,node250,8,26,2,tang 2,root,1,warehouse1
active,1,04,252,Q7-CEN-252,bin,CEN,,node251,8,27,2,tang 2,root,1,warehouse1
active,1,04,253,Q7-CEN-253,bin,CEN,,node252,9,0,2,tang 2,root,1,warehouse1
active,1,04,254,Q7-CEN-254,bin,CEN,,node253,9,1,2,tang 2,root,1,warehouse1
active,1,04,255,Q7-CEN-255,bin,CEN,,node254,9,2,2,tang 2,root,1,warehouse1
active,1,04,256,Q7-CEN-256,bin,CEN,,node255,9,3,2,tang 2,root,1,warehouse1
active,1,04,257,Q7-CEN-257,bin,CEN,,node256,9,4,2,tang 2,root,1,warehouse1
active,1,04,258,Q7-CEN-258,bin,CEN,,node257,9,5,2,tang 2,root,1,warehouse1
active,1,04,259,Q7-CEN-259,bin,CEN,,node258,9,6,2,tang 2,root,1,warehouse1
active,1,04,260,Q7-CEN-260,bin,CEN,,node259,9,7,2,tang 2,root,1,warehouse1
active,1,04,261,Q7-CEN-261,bin,CEN,,node260,9,8,2,tang 2,root,1,warehouse1
active,1,04,262,Q7-CEN-262,bin,CEN,,node261,9,9,2,tang 2,root,1,warehouse1
active,1,04,263,Q7-CEN-263,bin,CEN,,node262,9,10,2,tang 2,root,1,warehouse1
active,1,04,264,Q7-CEN-264,bin,CEN,,node263,9,11,2,tang 2,root,1,warehouse1
active,1,04,265,Q7-CEN-265,bin,CEN,,node264,9,12,2,tang 2,root,1,warehouse1
active,1,04,266,Q7-CEN-266,bin,CEN,,node265,9,13,2,tang 2,root,1,warehouse1
active,1,04,267,Q7-CEN-267,bin,CEN,,node266,9,14,2,tang 2,root,1,warehouse1
active,1,04,268,Q7-CEN-268,bin,CEN,,node267,9,15,2,tang 2,root,1,warehouse1
active,1,04,269,Q7-CEN-269,bin,CEN,,node268,9,16,2,tang 2,root,1,warehouse1
active,1,04,270,Q7-CEN-270,bin,CEN,,node269,9,17,2,tang 2,root,1,warehouse1
active,1,04,271,Q7-CEN-271,bin,CEN,,node270,9,18,2,tang 2,root,1,warehouse1
active,1,04,272,Q7-CEN-272,bin,CEN,,node271,9,19,2,tang 2,root,1,warehouse1
active,1,04,273,Q7-CEN-273,bin,CEN,,node272,9,20,2,tang 2,root,1,warehouse1
active,1,04,274,Q7-CEN-274,bin,CEN,,node273,9,21,2,tang 2,root,1,warehouse1
active,1,04,275,Q7-CEN-275,bin,CEN,,node274,9,22,2,tang 2,root,1,warehouse1
active,1,04,276,Q7-CEN-276,bin,CEN,,node275,9,23,2,tang 2,root,1,warehouse1
active,1,04,277,Q7-CEN-277,bin,CEN,,node276,9,24,2,tang 2,root,1,warehouse1
