Latitude,Longitude,Neutral,Code,Name,Type,SubNode,Warehouse,Area,Status,Level,Guid,Node
2,36,1,CEN-DN-123,node122,bin,a,41,Room 0,active,2,31a04f4b-e40f-4fed-901a-259e402dc422,root
2,37,1,CEN-DN-124,node123,bin,a,41,Room 0,active,2,13fad1e1-b177-4ffa-9144-d9f6b2aed519,root
2,38,1,CEN-DN-125,node124,bin,a,41,Room 0,active,2,71aaf902-f998-4a76-acfe-7f53f2554d40,root
2,39,1,CEN-DN-126,node125,bin,a,41,Room 0,active,2,d2da2eee-9189-4d1c-a91c-850462fb0d8c,root
2,40,1,CEN-DN-127,node126,bin,a,41,Room 0,active,2,c002882a-1cba-4e5c-95a9-9f7542287750,root
2,41,1,CEN-DN-128,node127,bin,a,41,Room 0,active,2,83ca9da5-fe73-4056-9752-5cef77f7b884,root
2,42,1,CEN-DN-129,node128,bin,a,41,Room 0,active,2,323798c6-32bf-4ec6-94b2-6b7099363e31,root
3,0,1,CEN-DN-130,node129,bin,a,41,Room 0,active,2,ecaecac3-7404-4427-82e5-6ddef2556fa9,root
3,1,1,CEN-DN-131,node130,bin,a,41,Room 0,active,2,223d2bba-2a62-44ea-b571-252479d6390e,root
3,2,1,CEN-DN-132,node131,bin,a,41,Room 0,active,2,b878e5a2-1daa-4484-8b68-67fcbdba1c6a,root
3,3,1,CEN-DN-133,node132,bin,a,41,Room 0,active,2,7cd1152c-49b3-434a-9cba-aacb45ac76e7,root
3,4,1,CEN-DN-134,node133,bin,a,41,Room 0,active,2,10886254-bc1c-4ad6-91d6-b04dc4de198b,root
3,5,1,CEN-DN-135,node134,bin,a,41,Room 0,active,2,44dd4419-5c29-4403-8221-69a4fee4ac50,root
3,6,1,CEN-DN-136,node135,bin,a,41,Room 0,active,2,beb215f0-db88-4864-aebf-09023fb89a66,root
3,7,1,CEN-DN-137,node136,bin,a,41,Room 0,active,2,dc2cce3e-053f-415f-94a2-50803541a500,root
3,8,1,CEN-DN-138,node137,bin,a,41,Room 0,active,2,aa104d4b-cd93-4c3f-9015-6e2c86363e0e,root
3,9,1,CEN-DN-139,node138,bin,a,41,Room 0,active,2,cd76f5e8-5a49-42bc-b689-7eefaa39e17c,root
3,10,1,CEN-DN-140,node139,bin,a,41,Room 0,active,2,707a9e5e-e411-44ca-bc3b-0cbe82912719,root
3,11,1,CEN-DN-141,node140,bin,a,41,Room 0,active,2,05eeb6b9-1512-4910-83d7-52665426d999,root
3,12,1,CEN-DN-142,node141,bin,a,41,Room 0,active,2,b29f7a7b-ef89-49c1-9d77-a286c06b5379,root
3,13,1,CEN-DN-143,node142,bin,a,41,Room 0,active,2,2d5c8fae-f726-468e-ac44-329cf37c0ecd,root
3,14,1,CEN-DN-144,node143,bin,a,41,Room 0,active,2,7e6c0cdc-3383-4c32-ab31-3d3592a22232,root
3,15,1,CEN-DN-145,node144,bin,a,41,Room 0,active,2,b407e444-ec0a-4e4b-83de-9d55a1af3b80,root
3,16,1,CEN-DN-146,node145,bin,a,41,Room 0,active,2,ea1b3bbb-d91a-4bdc-871d-c2eb44e361fc,root
3,17,1,CEN-DN-147,node146,bin,a,41,Room 0,active,2,0dcd64e7-20d8-4160-a0e5-924a77c46f1f,root
3,18,1,CEN-DN-148,node147,bin,a,41,Room 0,active,2,6a16ffcc-1147-4d8c-96fd-798d78a1911a,root
3,19,1,CEN-DN-149,node148,bin,a,41,Room 0,active,2,b7c5efa2-cb7f-48f3-b6d5-35c416dd6ed7,root
3,20,1,CEN-DN-150,node149,bin,a,41,Room 0,active,2,eadfeee9-a1ac-4d64-a63b-acb6cf993335,root
3,21,1,CEN-DN-151,node150,bin,a,41,Room 0,active,2,612a8f02-0d2a-44ff-8735-071558155826,root
3,22,1,CEN-DN-152,node151,bin,a,41,Room 0,active,2,492b2d60-3724-4ff3-a325-8fd8596f64fb,root
3,23,1,CEN-DN-153,node152,bin,a,41,Room 0,active,2,944885f7-1f8a-4695-ad10-2312d75a6954,root
3,24,1,CEN-DN-154,node153,bin,a,41,Room 0,active,2,03e9e85f-6ad5-46ff-bc07-f508c88bcd0c,root
3,25,1,CEN-DN-155,node154,bin,a,41,Room 0,active,2,3b44a46f-5c6e-4099-a3e9-048664d09e03,root
3,26,1,CEN-DN-156,node155,bin,a,41,Room 0,active,2,cf3fb837-4ca3-46c1-b398-e19cd856366f,root
3,27,1,CEN-DN-157,node156,bin,a,41,Room 0,active,2,d973d01d-6a74-4ea1-b02d-31bfe7aa5b85,root
3,28,1,CEN-DN-158,node157,bin,a,41,Room 0,active,2,d37997e8-8795-4bd8-a15a-d845241e47eb,root
3,29,1,CEN-DN-159,node158,bin,a,41,Room 0,active,2,cebe4799-84a6-41c5-8bec-0ceb0c142677,root
3,30,1,CEN-DN-160,node159,bin,a,41,Room 0,active,2,f2da26ed-4d30-4b05-8e97-357cdc12e29e,root
3,31,1,CEN-DN-161,node160,bin,a,41,Room 0,active,2,0cba0dac-be3b-4a48-a06e-fcbfa1c360a2,root
3,32,1,CEN-DN-162,node161,bin,a,41,Room 0,active,2,5ca2ce02-5d2f-43fc-86f8-b501a471c01d,root
3,33,1,CEN-DN-163,node162,bin,a,41,Room 0,active,2,4fe2198a-9c47-4b43-96b4-3eaa3c2267de,root
3,34,1,CEN-DN-164,node163,bin,a,41,Room 0,active,2,9b8881d0-f7fe-4d38-b70d-8edc9feeebee,root
3,35,1,CEN-DN-165,node164,bin,a,41,Room 0,active,2,9be41f52-7dd4-4494-8923-5fef072ac0c7,root
3,36,1,CEN-DN-166,node165,bin,a,41,Room 0,active,2,9090e7fd-7561-48f8-88fc-6e2f944fe474,root
3,37,1,CEN-DN-167,node166,bin,a,41,Room 0,active,2,2714716d-e7c8-436c-bfa8-cc15489e7d30,root
3,38,1,CEN-DN-168,node167,bin,a,41,Room 0,active,2,11c38cc5-9e93-4ca8-aca6-eff5355fa875,root
3,39,1,CEN-DN-169,node168,bin,a,41,Room 0,active,2,aa7c88fb-10e5-4ae4-93fb-d89bf2098705,root
3,40,1,CEN-DN-170,node169,bin,a,41,Room 0,active,2,7d8ba9d8-9f8b-4cdc-a72f-88cdd6a07800,root
3,41,1,CEN-DN-171,node170,bin,a,41,Room 0,active,2,741ba643-c6bb-4c54-9686-891b32dd3f04,root
3,42,1,CEN-DN-172,node171,bin,a,41,Room 0,active,2,bbde5bf2-2cc2-46e5-9002-67dae89125c4,root
4,0,1,CEN-DN-173,node172,bin,a,41,Room 0,active,2,dfbf248e-9aca-4d77-a494-756a8bc6b169,root
4,1,1,CEN-DN-174,node173,bin,a,41,Room 0,active,2,670f9986-7ff1-46c2-95e1-a4a264ed7af7,root
4,2,1,CEN-DN-175,node174,bin,a,41,Room 0,active,2,6b131875-f69e-4775-b5a3-30ad26c5fb59,root
4,3,1,CEN-DN-176,node175,bin,a,41,Room 0,active,2,4360fcd6-7863-4731-8dd5-278606123f43,root
4,4,1,CEN-DN-177,node176,bin,a,41,Room 0,active,2,7e9cc98b-bb61-492d-ac58-e0acf471e3a1,root
4,5,1,CEN-DN-178,node177,bin,a,41,Room 0,active,2,797b89bb-0b63-4ace-9d1e-d444a72b9d16,root
4,6,1,CEN-DN-179,node178,bin,a,41,Room 0,active,2,d9c98d6f-4c24-45a1-a10d-6d08337ce131,root
4,7,1,CEN-DN-180,node179,bin,a,41,Room 0,active,2,2d2233bc-8d4f-490e-8ac4-0b975d14c268,root
4,8,1,CEN-DN-181,node180,bin,a,41,Room 0,active,2,51ba0bf2-52ac-4665-be50-9ac01dd2568a,root
4,9,1,CEN-DN-182,node181,bin,a,41,Room 0,active,2,9312ed78-e66c-4bd7-b81b-298d19d16a28,root
4,10,1,CEN-DN-183,node182,bin,a,41,Room 0,active,2,3d2100f1-63b0-4fc7-b0e2-56e7d6ce38ca,root
