Status,Neutral,Warehouse,Guid,Code,Type,Area,Region,SubNode,name,Latitude,Longitude,Level,Node,Region
active,0,2,714,BRYA-WS1-714,path,CEN,1,[],node713,41,28,1,root,1
active,0,2,715,BRYA-WS1-715,path,CEN,1,[],node714,41,27,1,root,1
active,0,2,716,BRYA-WS1-716,path,CEN,1,[],node715,41,26,1,root,1
active,0,2,717,BRYA-WS1-717,path,CEN,1,[],node716,41,25,1,root,1
active,0,2,718,BRYA-WS1-718,path,CEN,1,[],node717,41,24,1,root,1
active,0,2,719,BRYA-WS1-719,path,CEN,1,[],node718,41,23,1,root,1
active,0,2,720,BRYA-WS1-720,path,CEN,1,[],node719,41,22,1,root,1
active,0,2,721,BRYA-WS1-721,path,CEN,1,[],node720,41,21,1,root,1
active,0,2,722,BRYA-WS1-722,path,CEN,1,[],node721,41,20,1,root,1
active,0,2,723,BRYA-WS1-723,path,CEN,1,[],node722,41,19,1,root,1
active,0,2,724,BRYA-WS1-724,path,CEN,1,[],node723,41,18,1,root,1
active,0,2,725,BRYA-WS1-725,path,CEN,1,[],node724,41,17,1,root,1
active,0,2,726,BRYA-WS1-726,path,CEN,1,[],node725,41,16,1,root,1
active,0,2,727,BRYA-WS1-727,path,CEN,1,[],node726,41,15,1,root,1
active,0,2,728,BRYA-WS1-728,path,CEN,1,[],node727,41,14,1,root,1
active,0,2,729,BRYA-WS1-729,path,CEN,1,[],node728,41,13,1,root,1
active,0,2,730,BRYA-WS1-730,path,CEN,1,[],node729,41,12,1,root,1
active,0,2,731,BRYA-WS1-731,path,CEN,1,[],node730,41,11,1,root,1
active,0,2,732,BRYA-WS1-732,path,CEN,1,[],node731,41,10,1,root,1
active,0,2,733,BRYA-WS1-733,path,CEN,1,[],node732,41,9,1,root,1
active,0,2,734,BRYA-WS1-734,path,CEN,1,[],node733,41,8,1,root,1
active,0,2,735,BRYA-WS1-735,path,CEN,1,[],node734,41,7,1,root,1
active,0,2,736,BRYA-WS1-736,path,CEN,1,[],node735,41,6,1,root,1
active,0,2,737,BRYA-WS1-737,path,CEN,1,[],node736,41,5,1,root,1
active,0,2,738,BRYA-WS1-738,path,CEN,1,[],node737,41,4,1,root,1
active,0,2,739,BRYA-WS1-739,path,CEN,1,[],node738,41,3,1,root,1
active,0,2,740,BRYA-WS1-740,path,CEN,1,[],node739,41,2,1,root,1
active,0,2,741,BRYA-WS1-741,path,CEN,1,[],node740,41,1,1,root,1
active,0,2,742,BRYA-WS1-742,path,CEN,1,[],node741,41,0,1,root,1
active,0,2,743,BRYA-WS1-743,path,CEN,1,[],node742,40,52,1,root,1
active,0,2,744,BRYA-WS1-744,path,CEN,1,[],node743,40,51,1,root,1
active,0,2,745,BRYA-WS1-745,path,CEN,1,[],node744,40,50,1,root,1
active,0,2,746,BRYA-WS1-746,path,CEN,1,[],node745,40,49,1,root,1
active,0,2,747,BRYA-WS1-747,path,CEN,1,[],node746,40,48,1,root,1
active,0,2,748,BRYA-WS1-748,path,CEN,1,[],node747,40,47,1,root,1
active,0,2,749,BRYA-WS1-749,path,CEN,1,[],node748,40,46,1,root,1
active,0,2,750,BRYA-WS1-750,path,CEN,1,[],node749,40,45,1,root,1
active,0,2,751,BRYA-WS1-751,path,CEN,1,[],node750,40,44,1,root,1
active,0,2,752,BRYA-WS1-752,path,CEN,1,[],node751,40,43,1,root,1
active,0,2,753,BRYA-WS1-753,path,CEN,1,[],node752,40,42,1,root,1
active,0,2,754,BRYA-WS1-754,path,CEN,1,[],node753,40,41,1,root,1
active,0,2,755,BRYA-WS1-755,path,CEN,1,[],node754,40,40,1,root,1
active,0,2,756,BRYA-WS1-756,path,CEN,1,[],node755,40,39,1,root,1
active,0,2,757,BRYA-WS1-757,path,CEN,1,[],node756,40,38,1,root,1
active,0,2,758,BRYA-WS1-758,path,CEN,1,[],node757,40,37,1,root,1
active,0,2,759,BRYA-WS1-759,path,CEN,1,[],node758,40,36,1,root,1
active,0,2,760,BRYA-WS1-760,path,CEN,1,[],node759,40,35,1,root,1
active,0,2,761,BRYA-WS1-761,path,CEN,1,[],node760,40,34,1,root,1
active,0,2,762,BRYA-WS1-762,path,CEN,1,[],node761,40,33,1,root,1
active,0,2,763,BRYA-WS1-763,path,CEN,1,[],node762,40,32,1,root,1
active,0,2,764,BRYA-WS1-764,path,CEN,1,[],node763,40,31,1,root,1
active,0,2,765,BRYA-WS1-765,path,CEN,1,[],node764,40,30,1,root,1
active,0,2,766,BRYA-WS1-766,path,CEN,1,[],node765,40,29,1,root,1
active,0,2,767,BRYA-WS1-767,path,CEN,1,[],node766,40,28,1,root,1
active,0,2,768,BRYA-WS1-768,path,CEN,1,[],node767,40,27,1,root,1
active,0,2,769,BRYA-WS1-769,path,CEN,1,[],node768,40,26,1,root,1
active,0,2,770,BRYA-WS1-770,path,CEN,1,[],node769,40,25,1,root,1
active,0,2,771,BRYA-WS1-771,path,CEN,1,[],node770,40,24,1,root,1
active,0,2,772,BRYA-WS1-772,path,CEN,1,[],node771,40,23,1,root,1
active,0,2,773,BRYA-WS1-773,path,CEN,1,[],node772,40,22,1,root,1
active,0,2,774,BRYA-WS1-774,path,CEN,1,[],node773,40,21,1,root,1
active,0,2,775,BRYA-WS1-775,path,CEN,1,[],node774,40,20,1,root,1
active,0,2,776,BRYA-WS1-776,path,CEN,1,[],node775,40,19,1,root,1
active,0,2,777,BRYA-WS1-777,path,CEN,1,[],node776,40,18,1,root,1
active,0,2,778,BRYA-WS1-778,path,CEN,1,[],node777,40,17,1,root,1
active,0,2,779,BRYA-WS1-779,path,CEN,1,[],node778,40,16,1,root,1
active,0,2,780,BRYA-WS1-780,path,CEN,1,[],node779,40,15,1,root,1
active,0,2,781,BRYA-WS1-781,path,CEN,1,[],node780,40,14,1,root,1
active,0,2,782,BRYA-WS1-782,path,CEN,1,[],node781,40,13,1,root,1
active,0,2,783,BRYA-WS1-783,path,CEN,1,[],node782,40,12,1,root,1
active,0,2,784,BRYA-WS1-784,path,CEN,1,[],node783,40,11,1,root,1
active,0,2,785,BRYA-WS1-785,path,CEN,1,[],node784,40,10,1,root,1
active,0,2,786,BRYA-WS1-786,path,CEN,1,[],node785,40,9,1,root,1
active,0,2,787,BRYA-WS1-787,path,CEN,1,[],node786,40,8,1,root,1
active,0,2,788,BRYA-WS1-788,path,CEN,1,[],node787,40,7,1,root,1
active,0,2,789,BRYA-WS1-789,path,CEN,1,[],node788,40,6,1,root,1
active,0,2,790,BRYA-WS1-790,path,CEN,1,[],node789,40,5,1,root,1
active,0,2,791,BRYA-WS1-791,path,CEN,1,[],node790,40,4,1,root,1
active,0,2,792,BRYA-WS1-792,path,CEN,1,[],node791,40,3,1,root,1
active,0,2,793,BRYA-WS1-793,path,CEN,1,[],node792,40,2,1,root,1
active,0,2,794,BRYA-WS1-794,path,CEN,1,[],node793,40,1,1,root,1
active,0,2,795,BRYA-WS1-795,path,CEN,1,[],node794,40,0,1,root,1
active,0,2,796,BRYA-WS1-796,path,CEN,1,[],node795,39,52,1,root,1
active,0,2,797,BRYA-WS1-797,path,CEN,1,[],node796,39,51,1,root,1
active,0,2,798,BRYA-WS1-798,path,CEN,1,[],node797,39,50,1,root,1
active,0,2,799,BRYA-WS1-799,path,CEN,1,[],node798,39,49,1,root,1
active,0,2,800,BRYA-WS1-800,path,CEN,1,[],node799,39,48,1,root,1
active,0,2,801,BRYA-WS1-801,path,CEN,1,[],node800,39,47,1,root,1
active,0,2,802,BRYA-WS1-802,path,CEN,1,[],node801,39,46,1,root,1
active,0,2,803,BRYA-WS1-803,path,CEN,1,[],node802,39,45,1,root,1
active,0,2,804,BRYA-WS1-804,path,CEN,1,[],node803,39,44,1,root,1
active,0,2,805,BRYA-WS1-805,path,CEN,1,[],node804,39,43,1,root,1
active,0,2,806,BRYA-WS1-806,path,CEN,1,[],node805,39,42,1,root,1
active,0,2,807,BRYA-WS1-807,path,CEN,1,[],node806,39,41,1,root,1
active,0,2,808,BRYA-WS1-808,path,CEN,1,[],node807,39,40,1,root,1
active,0,2,809,BRYA-WS1-809,path,CEN,1,[],node808,39,39,1,root,1
active,0,2,810,BRYA-WS1-810,path,CEN,1,[],node809,39,38,1,root,1
active,0,2,811,BRYA-WS1-811,path,CEN,1,[],node810,39,37,1,root,1
active,0,2,812,BRYA-WS1-812,path,CEN,1,[],node811,39,36,1,root,1
active,0,2,813,BRYA-WS1-813,path,CEN,1,[],node812,39,35,1,root,1
active,0,2,814,BRYA-WS1-814,path,CEN,1,[],node813,39,34,1,root,1
active,0,2,815,BRYA-WS1-815,path,CEN,1,[],node814,39,33,1,root,1
active,0,2,816,BRYA-WS1-816,path,CEN,1,[],node815,39,32,1,root,1
active,0,2,817,BRYA-WS1-817,path,CEN,1,[],node816,39,31,1,root,1
active,0,2,818,BRYA-WS1-818,path,CEN,1,[],node817,39,30,1,root,1
active,0,2,819,BRYA-WS1-819,path,CEN,1,[],node818,39,29,1,root,1
active,0,2,820,BRYA-WS1-820,path,CEN,1,[],node819,39,28,1,root,1
active,0,2,821,BRYA-WS1-821,path,CEN,1,[],node820,39,27,1,root,1
active,0,2,822,BRYA-WS1-822,path,CEN,1,[],node821,39,26,1,root,1
active,0,2,823,BRYA-WS1-823,path,CEN,1,[],node822,39,25,1,root,1
active,0,2,824,BRYA-WS1-824,path,CEN,1,[],node823,39,24,1,root,1
active,0,2,825,BRYA-WS1-825,path,CEN,1,[],node824,39,23,1,root,1
active,0,2,826,BRYA-WS1-826,path,CEN,1,[],node825,39,22,1,root,1
active,0,2,827,BRYA-WS1-827,path,CEN,1,[],node826,39,21,1,root,1
active,0,2,828,BRYA-WS1-828,path,CEN,1,[],node827,39,20,1,root,1
active,0,2,829,BRYA-WS1-829,path,CEN,1,[],node828,39,19,1,root,1
active,0,2,830,BRYA-WS1-830,path,CEN,1,[],node829,39,18,1,root,1
active,0,2,831,BRYA-WS1-831,path,CEN,1,[],node830,39,17,1,root,1
active,0,2,832,BRYA-WS1-832,path,CEN,1,[],node831,39,16,1,root,1
active,0,2,833,BRYA-WS1-833,path,CEN,1,[],node832,39,15,1,root,1
active,0,2,834,BRYA-WS1-834,path,CEN,1,[],node833,39,14,1,root,1
active,0,2,835,BRYA-WS1-835,path,CEN,1,[],node834,39,13,1,root,1
active,0,2,836,BRYA-WS1-836,path,CEN,1,[],node835,39,12,1,root,1
active,0,2,837,BRYA-WS1-837,path,CEN,1,[],node836,39,11,1,root,1
active,0,2,838,BRYA-WS1-838,path,CEN,1,[],node837,39,10,1,root,1
active,0,2,839,BRYA-WS1-839,path,CEN,1,[],node838,39,9,1,root,1
active,0,2,840,BRYA-WS1-840,path,CEN,1,[],node839,39,8,1,root,1
active,0,2,841,BRYA-WS1-841,path,CEN,1,[],node840,39,7,1,root,1
active,0,2,842,BRYA-WS1-842,path,CEN,1,[],node841,39,6,1,root,1
active,0,2,843,BRYA-WS1-843,path,CEN,1,[],node842,39,5,1,root,1
active,0,2,844,BRYA-WS1-844,path,CEN,1,[],node843,39,4,1,root,1
active,0,2,845,BRYA-WS1-845,path,CEN,1,[],node844,39,3,1,root,1
active,0,2,846,BRYA-WS1-846,path,CEN,1,[],node845,39,2,1,root,1
active,0,2,847,BRYA-WS1-847,path,CEN,1,[],node846,39,1,1,root,1
active,0,2,848,BRYA-WS1-848,path,CEN,1,[],node847,39,0,1,root,1
active,0,2,849,BRYA-WS1-849,path,CEN,1,[],node848,38,52,1,root,1
active,0,2,850,BRYA-WS1-850,path,CEN,1,[],node849,38,51,1,root,1
active,0,2,851,BRYA-WS1-851,path,CEN,1,[],node850,38,50,1,root,1
active,0,2,852,BRYA-WS1-852,path,CEN,1,[],node851,38,49,1,root,1
active,0,2,853,BRYA-WS1-853,path,CEN,1,[],node852,38,48,1,root,1
active,0,2,854,BRYA-WS1-854,path,CEN,1,[],node853,38,47,1,root,1
active,0,2,855,BRYA-WS1-855,path,CEN,1,[],node854,38,46,1,root,1
active,0,2,856,BRYA-WS1-856,path,CEN,1,[],node855,38,45,1,root,1
active,0,2,857,BRYA-WS1-857,path,CEN,1,[],node856,38,44,1,root,1
active,0,2,858,BRYA-WS1-858,path,CEN,1,[],node857,38,43,1,root,1
active,0,2,859,BRYA-WS1-859,path,CEN,1,[],node858,38,42,1,root,1
active,0,2,860,BRYA-WS1-860,path,CEN,1,[],node859,38,41,1,root,1
active,0,2,861,BRYA-WS1-861,path,CEN,1,[],node860,38,40,1,root,1
active,0,2,862,BRYA-WS1-862,path,CEN,1,[],node861,38,39,1,root,1
active,0,2,863,BRYA-WS1-863,path,CEN,1,[],node862,38,38,1,root,1
active,0,2,864,BRYA-WS1-864,path,CEN,1,[],node863,38,37,1,root,1
active,0,2,865,BRYA-WS1-865,path,CEN,1,[],node864,38,36,1,root,1
active,0,2,866,BRYA-WS1-866,path,CEN,1,[],node865,38,35,1,root,1
active,0,2,867,BRYA-WS1-867,path,CEN,1,[],node866,38,34,1,root,1
active,0,2,868,BRYA-WS1-868,path,CEN,1,[],node867,38,33,1,root,1
active,0,2,869,BRYA-WS1-869,path,CEN,1,[],node868,38,32,1,root,1
active,0,2,870,BRYA-WS1-870,path,CEN,1,[],node869,38,31,1,root,1
active,0,2,871,BRYA-WS1-871,path,CEN,1,[],node870,38,30,1,root,1
active,0,2,872,BRYA-WS1-872,path,CEN,1,[],node871,38,29,1,root,1
active,0,2,873,BRYA-WS1-873,path,CEN,1,[],node872,38,28,1,root,1
active,0,2,874,BRYA-WS1-874,path,CEN,1,[],node873,38,27,1,root,1
active,0,2,875,BRYA-WS1-875,path,CEN,1,[],node874,38,26,1,root,1
active,0,2,876,BRYA-WS1-876,path,CEN,1,[],node875,38,25,1,root,1
active,0,2,877,BRYA-WS1-877,path,CEN,1,[],node876,38,24,1,root,1
active,0,2,878,BRYA-WS1-878,path,CEN,1,[],node877,38,23,1,root,1
active,0,2,879,BRYA-WS1-879,path,CEN,1,[],node878,38,22,1,root,1
active,0,2,880,BRYA-WS1-880,path,CEN,1,[],node879,38,21,1,root,1
active,0,2,881,BRYA-WS1-881,path,CEN,1,[],node880,38,20,1,root,1
active,0,2,882,BRYA-WS1-882,path,CEN,1,[],node881,38,19,1,root,1
active,0,2,883,BRYA-WS1-883,path,CEN,1,[],node882,38,18,1,root,1
active,0,2,884,BRYA-WS1-884,path,CEN,1,[],node883,38,17,1,root,1
active,0,2,885,BRYA-WS1-885,path,CEN,1,[],node884,38,16,1,root,1
active,0,2,886,BRYA-WS1-886,path,CEN,1,[],node885,38,15,1,root,1
active,0,2,887,BRYA-WS1-887,path,CEN,1,[],node886,38,14,1,root,1
active,0,2,888,BRYA-WS1-888,path,CEN,1,[],node887,38,13,1,root,1
active,0,2,889,BRYA-WS1-889,path,CEN,1,[],node888,38,12,1,root,1
active,0,2,890,BRYA-WS1-890,path,CEN,1,[],node889,38,11,1,root,1
active,0,2,891,BRYA-WS1-891,path,CEN,1,[],node890,38,10,1,root,1
active,0,2,892,BRYA-WS1-892,path,CEN,1,[],node891,38,9,1,root,1
active,0,2,893,BRYA-WS1-893,path,CEN,1,[],node892,38,8,1,root,1
active,0,2,894,BRYA-WS1-894,path,CEN,1,[],node893,38,7,1,root,1
active,0,2,895,BRYA-WS1-895,path,CEN,1,[],node894,38,6,1,root,1
active,0,2,896,BRYA-WS1-896,path,CEN,1,[],node895,38,5,1,root,1
active,0,2,897,BRYA-WS1-897,path,CEN,1,[],node896,38,4,1,root,1
active,0,2,898,BRYA-WS1-898,path,CEN,1,[],node897,38,3,1,root,1
active,0,2,899,BRYA-WS1-899,path,CEN,1,[],node898,38,2,1,root,1
active,0,2,900,BRYA-WS1-900,path,CEN,1,[],node899,38,1,1,root,1
active,0,2,901,BRYA-WS1-901,path,CEN,1,[],node900,38,0,1,root,1
active,0,2,902,BRYA-WS1-902,path,CEN,1,[],node901,37,52,1,root,1
active,0,2,903,BRYA-WS1-903,path,CEN,1,[],node902,37,51,1,root,1
active,0,2,904,BRYA-WS1-904,path,CEN,1,[],node903,37,50,1,root,1
active,0,2,905,BRYA-WS1-905,path,CEN,1,[],node904,37,49,1,root,1
active,0,2,906,BRYA-WS1-906,path,CEN,1,[],node905,37,48,1,root,1
active,0,2,907,BRYA-WS1-907,path,CEN,1,[],node906,37,47,1,root,1
active,0,2,908,BRYA-WS1-908,path,CEN,1,[],node907,37,46,1,root,1
active,0,2,909,BRYA-WS1-909,path,CEN,1,[],node908,37,45,1,root,1
active,0,2,910,BRYA-WS1-910,path,CEN,1,[],node909,37,44,1,root,1
active,0,2,911,BRYA-WS1-911,path,CEN,1,[],node910,37,43,1,root,1
active,0,2,912,BRYA-WS1-912,path,CEN,1,[],node911,37,42,1,root,1
active,0,2,913,BRYA-WS1-913,path,CEN,1,[],node912,37,41,1,root,1
active,0,2,914,BRYA-WS1-914,path,CEN,1,[],node913,37,40,1,root,1
active,0,2,915,BRYA-WS1-915,path,CEN,1,[],node914,37,39,1,root,1
active,0,2,916,BRYA-WS1-916,path,CEN,1,[],node915,37,38,1,root,1
active,0,2,917,BRYA-WS1-917,path,CEN,1,[],node916,37,37,1,root,1
active,0,2,918,BRYA-WS1-918,path,CEN,1,[],node917,37,36,1,root,1
active,0,2,919,BRYA-WS1-919,path,CEN,1,[],node918,37,35,1,root,1
active,0,2,920,BRYA-WS1-920,path,CEN,1,[],node919,37,34,1,root,1
active,0,2,921,BRYA-WS1-921,path,CEN,1,[],node920,37,33,1,root,1
active,0,2,922,BRYA-WS1-922,path,CEN,1,[],node921,37,32,1,root,1
active,0,2,923,BRYA-WS1-923,path,CEN,1,[],node922,37,31,1,root,1
active,0,2,924,BRYA-WS1-924,path,CEN,1,[],node923,37,30,1,root,1
active,0,2,925,BRYA-WS1-925,path,CEN,1,[],node924,37,29,1,root,1
active,0,2,926,BRYA-WS1-926,path,CEN,1,[],node925,37,28,1,root,1
active,0,2,927,BRYA-WS1-927,path,CEN,1,[],node926,37,27,1,root,1
active,0,2,928,BRYA-WS1-928,path,CEN,1,[],node927,37,26,1,root,1
active,0,2,929,BRYA-WS1-929,path,CEN,1,[],node928,37,25,1,root,1
active,0,2,930,BRYA-WS1-930,path,CEN,1,[],node929,37,24,1,root,1
active,0,2,931,BRYA-WS1-931,path,CEN,1,[],node930,37,23,1,root,1
active,0,2,932,BRYA-WS1-932,path,CEN,1,[],node931,37,22,1,root,1
active,0,2,933,BRYA-WS1-933,path,CEN,1,[],node932,37,21,1,root,1
active,0,2,934,BRYA-WS1-934,path,CEN,1,[],node933,37,20,1,root,1
active,0,2,935,BRYA-WS1-935,path,CEN,1,[],node934,37,19,1,root,1
active,0,2,936,BRYA-WS1-936,path,CEN,1,[],node935,37,18,1,root,1
active,0,2,937,BRYA-WS1-937,path,CEN,1,[],node936,37,17,1,root,1
active,0,2,938,BRYA-WS1-938,path,CEN,1,[],node937,37,16,1,root,1
active,0,2,939,BRYA-WS1-939,path,CEN,1,[],node938,37,15,1,root,1
active,0,2,940,BRYA-WS1-940,path,CEN,1,[],node939,37,14,1,root,1
active,0,2,941,BRYA-WS1-941,path,CEN,1,[],node940,37,13,1,root,1
active,0,2,942,BRYA-WS1-942,path,CEN,1,[],node941,37,12,1,root,1
active,0,2,943,BRYA-WS1-943,path,CEN,1,[],node942,37,11,1,root,1
active,0,2,944,BRYA-WS1-944,path,CEN,1,[],node943,37,10,1,root,1
active,0,2,945,BRYA-WS1-945,path,CEN,1,[],node944,37,9,1,root,1
active,0,2,946,BRYA-WS1-946,path,CEN,1,[],node945,37,8,1,root,1
active,0,2,947,BRYA-WS1-947,path,CEN,1,[],node946,37,7,1,root,1
active,0,2,948,BRYA-WS1-948,path,CEN,1,[],node947,37,6,1,root,1
active,0,2,949,BRYA-WS1-949,path,CEN,1,[],node948,37,5,1,root,1
active,0,2,950,BRYA-WS1-950,path,CEN,1,[],node949,37,4,1,root,1
active,0,2,951,BRYA-WS1-951,path,CEN,1,[],node950,37,3,1,root,1
active,0,2,952,BRYA-WS1-952,path,CEN,1,[],node951,37,2,1,root,1
active,0,2,953,BRYA-WS1-953,path,CEN,1,[],node952,37,1,1,root,1
active,0,2,954,BRYA-WS1-954,path,CEN,1,[],node953,37,0,1,root,1
active,0,2,955,BRYA-WS1-955,path,CEN,1,[],node954,36,52,1,root,1
active,0,2,956,BRYA-WS1-956,path,CEN,1,[],node955,36,51,1,root,1
active,0,2,957,BRYA-WS1-957,path,CEN,1,[],node956,36,50,1,root,1
active,0,2,958,BRYA-WS1-958,path,CEN,1,[],node957,36,49,1,root,1
active,0,2,959,BRYA-WS1-959,path,CEN,1,[],node958,36,48,1,root,1
active,0,2,960,BRYA-WS1-960,path,CEN,1,[],node959,36,47,1,root,1
active,0,2,961,BRYA-WS1-961,path,CEN,1,[],node960,36,46,1,root,1
active,0,2,962,BRYA-WS1-962,path,CEN,1,[],node961,36,45,1,root,1
active,0,2,963,BRYA-WS1-963,path,CEN,1,[],node962,36,44,1,root,1
active,0,2,964,BRYA-WS1-964,path,CEN,1,[],node963,36,43,1,root,1
active,0,2,965,BRYA-WS1-965,path,CEN,1,[],node964,36,42,1,root,1
active,0,2,966,BRYA-WS1-966,path,CEN,1,[],node965,36,41,1,root,1
active,0,2,967,BRYA-WS1-967,path,CEN,1,[],node966,36,40,1,root,1
active,0,2,968,BRYA-WS1-968,path,CEN,1,[],node967,36,39,1,root,1
active,0,2,969,BRYA-WS1-969,path,CEN,1,[],node968,36,38,1,root,1
active,0,2,970,BRYA-WS1-970,path,CEN,1,[],node969,36,37,1,root,1
active,0,2,971,BRYA-WS1-971,path,CEN,1,[],node970,36,36,1,root,1
active,0,2,972,BRYA-WS1-972,path,CEN,1,[],node971,36,35,1,root,1
active,0,2,973,BRYA-WS1-973,path,CEN,1,[],node972,36,34,1,root,1
active,0,2,974,BRYA-WS1-974,path,CEN,1,[],node973,36,33,1,root,1
active,0,2,975,BRYA-WS1-975,path,CEN,1,[],node974,36,32,1,root,1
active,0,2,976,BRYA-WS1-976,path,CEN,1,[],node975,36,31,1,root,1
active,0,2,977,BRYA-WS1-977,path,CEN,1,[],node976,36,30,1,root,1
active,0,2,978,BRYA-WS1-978,path,CEN,1,[],node977,36,29,1,root,1
active,0,2,979,BRYA-WS1-979,path,CEN,1,[],node978,36,28,1,root,1
active,0,2,980,BRYA-WS1-980,path,CEN,1,[],node979,36,27,1,root,1
active,0,2,981,BRYA-WS1-981,path,CEN,1,[],node980,36,26,1,root,1
active,0,2,982,BRYA-WS1-982,path,CEN,1,[],node981,36,25,1,root,1
active,0,2,983,BRYA-WS1-983,path,CEN,1,[],node982,36,24,1,root,1
active,0,2,984,BRYA-WS1-984,path,CEN,1,[],node983,36,23,1,root,1
active,0,2,985,BRYA-WS1-985,path,CEN,1,[],node984,36,22,1,root,1
active,0,2,986,BRYA-WS1-986,path,CEN,1,[],node985,36,21,1,root,1
active,0,2,987,BRYA-WS1-987,path,CEN,1,[],node986,36,20,1,root,1
active,0,2,988,BRYA-WS1-988,path,CEN,1,[],node987,36,19,1,root,1
active,0,2,989,BRYA-WS1-989,path,CEN,1,[],node988,36,18,1,root,1
active,0,2,990,BRYA-WS1-990,path,CEN,1,[],node989,36,17,1,root,1
active,0,2,991,BRYA-WS1-991,path,CEN,1,[],node990,36,16,1,root,1
active,0,2,992,BRYA-WS1-992,path,CEN,1,[],node991,36,15,1,root,1
active,0,2,993,BRYA-WS1-993,path,CEN,1,[],node992,36,14,1,root,1
active,0,2,994,BRYA-WS1-994,path,CEN,1,[],node993,36,13,1,root,1
active,0,2,995,BRYA-WS1-995,path,CEN,1,[],node994,36,12,1,root,1
active,0,2,996,BRYA-WS1-996,path,CEN,1,[],node995,36,11,1,root,1
active,0,2,997,BRYA-WS1-997,path,CEN,1,[],node996,36,10,1,root,1
active,0,2,998,BRYA-WS1-998,path,CEN,1,[],node997,36,9,1,root,1
active,0,2,999,BRYA-WS1-999,path,CEN,1,[],node998,36,8,1,root,1
active,0,2,1000,BRYA-WS1-1000,path,CEN,1,[],node999,36,7,1,root,1
active,0,2,1001,BRYA-WS1-1001,path,CEN,1,[],node1000,36,6,1,root,1
active,0,2,1002,BRYA-WS1-1002,path,CEN,1,[],node1001,36,5,1,root,1
active,0,2,1003,BRYA-WS1-1003,path,CEN,1,[],node1002,36,4,1,root,1
active,0,2,1004,BRYA-WS1-1004,path,CEN,1,[],node1003,36,3,1,root,1
active,0,2,1005,BRYA-WS1-1005,path,CEN,1,[],node1004,36,2,1,root,1
active,0,2,1006,BRYA-WS1-1006,path,CEN,1,[],node1005,36,1,1,root,1
active,0,2,1007,BRYA-WS1-1007,path,CEN,1,[],node1006,36,0,1,root,1
active,0,2,1008,BRYA-WS1-1008,path,CEN,1,[],node1007,35,52,1,root,1
active,0,2,1009,BRYA-WS1-1009,path,CEN,1,[],node1008,35,51,1,root,1
active,0,2,1010,BRYA-WS1-1010,path,CEN,1,[],node1009,35,50,1,root,1
active,0,2,1011,BRYA-WS1-1011,path,CEN,1,[],node1010,35,49,1,root,1
active,0,2,1012,BRYA-WS1-1012,path,CEN,1,[],node1011,35,48,1,root,1
active,0,2,1013,BRYA-WS1-1013,path,CEN,1,[],node1012,35,47,1,root,1
active,0,2,1014,BRYA-WS1-1014,path,CEN,1,[],node1013,35,46,1,root,1
active,0,2,1015,BRYA-WS1-1015,path,CEN,1,[],node1014,35,45,1,root,1
active,0,2,1016,BRYA-WS1-1016,path,CEN,1,[],node1015,35,44,1,root,1
active,0,2,1017,BRYA-WS1-1017,path,CEN,1,[],node1016,35,43,1,root,1
active,0,2,1018,BRYA-WS1-1018,path,CEN,1,[],node1017,35,42,1,root,1
active,0,2,1019,BRYA-WS1-1019,path,CEN,1,[],node1018,35,41,1,root,1
active,0,2,1020,BRYA-WS1-1020,path,CEN,1,[],node1019,35,40,1,root,1
active,0,2,1021,BRYA-WS1-1021,path,CEN,1,[],node1020,35,39,1,root,1
active,0,2,1022,BRYA-WS1-1022,path,CEN,1,[],node1021,35,38,1,root,1
active,0,2,1023,BRYA-WS1-1023,path,CEN,1,[],node1022,35,37,1,root,1
active,0,2,1024,BRYA-WS1-1024,path,CEN,1,[],node1023,35,36,1,root,1
active,0,2,1025,BRYA-WS1-1025,path,CEN,1,[],node1024,35,35,1,root,1
active,0,2,1026,BRYA-WS1-1026,path,CEN,1,[],node1025,35,34,1,root,1
active,0,2,1027,BRYA-WS1-1027,path,CEN,1,[],node1026,35,33,1,root,1
active,0,2,1028,BRYA-WS1-1028,path,CEN,1,[],node1027,35,32,1,root,1
active,0,2,1029,BRYA-WS1-1029,path,CEN,1,[],node1028,35,31,1,root,1
active,0,2,1030,BRYA-WS1-1030,path,CEN,1,[],node1029,35,30,1,root,1
active,0,2,1031,BRYA-WS1-1031,path,CEN,1,[],node1030,35,29,1,root,1
active,0,2,1032,BRYA-WS1-1032,path,CEN,1,[],node1031,35,28,1,root,1
active,0,2,1033,BRYA-WS1-1033,path,CEN,1,[],node1032,35,27,1,root,1
active,0,2,1034,BRYA-WS1-1034,path,CEN,1,[],node1033,35,26,1,root,1
active,0,2,1035,BRYA-WS1-1035,path,CEN,1,[],node1034,35,25,1,root,1
active,0,2,1036,BRYA-WS1-1036,path,CEN,1,[],node1035,35,24,1,root,1
active,0,2,1037,BRYA-WS1-1037,path,CEN,1,[],node1036,35,23,1,root,1
active,0,2,1038,BRYA-WS1-1038,path,CEN,1,[],node1037,35,22,1,root,1
active,0,2,1039,BRYA-WS1-1039,path,CEN,1,[],node1038,35,21,1,root,1
active,0,2,1040,BRYA-WS1-1040,path,CEN,1,[],node1039,35,20,1,root,1
active,0,2,1041,BRYA-WS1-1041,path,CEN,1,[],node1040,35,19,1,root,1
