Id,Status,Neutral,Warehouse,Code,Type,Area,SubNode,Latitude,Longitude,LevelId,LevelName,RegionId,RegionName
122,active,1,02,ws-,bin,Area122,[],13,2,1,Floor1,1,warehouse 1
123,active,1,02,ws-,bin,Area123,[],14,2,1,Floor1,1,warehouse 1
124,active,1,02,ws-,bin,Area124,[],15,2,1,Floor1,1,warehouse 1
125,active,1,02,ws-,bin,Area125,[],16,2,1,Floor1,1,warehouse 1
126,active,1,02,ws-,bin,Area126,[],17,2,1,Floor1,1,warehouse 1
127,active,1,02,ws-,bin,Area127,[],18,2,1,Floor1,1,warehouse 1
128,active,1,02,ws-,bin,Area128,[],19,2,1,Floor1,1,warehouse 1
129,active,1,02,ws-,bin,Area129,[],20,2,1,Floor1,1,warehouse 1
130,active,1,02,ws-,bin,Area130,[],21,2,1,Floor1,1,warehouse 1
131,active,1,02,ws-,bin,Area131,[],22,2,1,Floor1,1,warehouse 1
132,active,1,02,ws-,bin,Area132,[],23,2,1,Floor1,1,warehouse 1
133,active,1,02,ws-,bin,Area133,[],24,2,1,Floor1,1,warehouse 1
134,active,1,02,ws-,bin,Area134,[],25,2,1,Floor1,1,warehouse 1
135,active,1,02,ws-,bin,Area135,[],26,2,1,Floor1,1,warehouse 1
136,active,1,02,ws-,bin,Area136,[],27,2,1,Floor1,1,warehouse 1
137,active,1,02,ws-,bin,Area137,[],28,2,1,Floor1,1,warehouse 1
138,active,1,02,ws-,bin,Area138,[],29,2,1,Floor1,1,warehouse 1
139,active,1,02,ws-,bin,Area139,[],30,2,1,Floor1,1,warehouse 1
140,active,1,02,ws-,bin,Area140,[],31,2,1,Floor1,1,warehouse 1
141,active,1,02,ws-,bin,Area141,[],32,2,1,Floor1,1,warehouse 1
142,active,1,02,ws-,bin,Area142,[],33,2,1,Floor1,1,warehouse 1
143,active,1,02,ws-,bin,Area143,[],34,2,1,Floor1,1,warehouse 1
144,active,1,02,ws-,bin,Area144,[],35,2,1,Floor1,1,warehouse 1
145,active,1,02,ws-,bin,Area145,[],36,2,1,Floor1,1,warehouse 1
146,active,1,02,ws-,bin,Area146,[],37,2,1,Floor1,1,warehouse 1
147,active,1,02,ws-,bin,Area147,[],38,2,1,Floor1,1,warehouse 1
148,active,1,02,ws-,bin,Area148,[],39,2,1,Floor1,1,warehouse 1
149,active,1,02,ws-,bin,Area149,[],40,2,1,Floor1,1,warehouse 1
150,active,1,02,ws-,bin,Area150,[],41,2,1,Floor1,1,warehouse 1
151,active,1,02,ws-,bin,Area151,[],42,2,1,Floor1,1,warehouse 1
152,active,1,02,ws-,bin,Area152,[],43,2,1,Floor1,1,warehouse 1
153,active,1,02,ws-,bin,Area153,[],44,2,1,Floor1,1,warehouse 1
154,active,1,02,ws-,bin,Area154,[],45,2,1,Floor1,1,warehouse 1
155,active,1,02,ws-,bin,Area155,[],46,2,1,Floor1,1,warehouse 1
156,active,1,02,ws-,bin,Area156,[],47,2,1,Floor1,1,warehouse 1
157,active,1,02,ws-,bin,Area157,[],48,2,1,Floor1,1,warehouse 1
158,active,1,02,ws-,bin,Area158,[],49,2,1,Floor1,1,warehouse 1
159,active,1,02,ws-,bin,Area159,[],50,2,1,Floor1,1,warehouse 1
160,active,1,02,ws-,bin,Area160,[],51,2,1,Floor1,1,warehouse 1
161,active,1,02,ws-,bin,Area161,[],52,2,1,Floor1,1,warehouse 1
162,active,1,02,ws-,bin,Area162,[],53,2,1,Floor1,1,warehouse 1
163,active,1,02,ws-,bin,Area163,[],0,3,1,Floor1,1,warehouse 1
164,active,1,02,ws-,bin,Area164,[],1,3,1,Floor1,1,warehouse 1
165,active,1,02,ws-,bin,Area165,[],2,3,1,Floor1,1,warehouse 1
166,active,1,02,ws-,bin,Area166,[],3,3,1,Floor1,1,warehouse 1
167,active,1,02,ws-,bin,Area167,[],4,3,1,Floor1,1,warehouse 1
168,active,1,02,ws-,bin,Area168,[],5,3,1,Floor1,1,warehouse 1
169,active,1,02,ws-,bin,Area169,[],6,3,1,Floor1,1,warehouse 1
170,active,1,02,ws-,bin,Area170,[],7,3,1,Floor1,1,warehouse 1
171,active,1,02,ws-,bin,Area171,[],8,3,1,Floor1,1,warehouse 1
172,active,1,02,ws-,bin,Area172,[],9,3,1,Floor1,1,warehouse 1
173,active,1,02,ws-,bin,Area173,[],10,3,1,Floor1,1,warehouse 1
174,active,1,02,ws-,bin,Area174,[],11,3,1,Floor1,1,warehouse 1
175,active,1,02,ws-,bin,Area175,[],12,3,1,Floor1,1,warehouse 1
176,active,1,02,ws-,bin,Area176,[],13,3,1,Floor1,1,warehouse 1
177,active,1,02,ws-,bin,Area177,[],14,3,1,Floor1,1,warehouse 1
178,active,1,02,ws-,bin,Area178,[],15,3,1,Floor1,1,warehouse 1
179,active,1,02,ws-,bin,Area179,[],16,3,1,Floor1,1,warehouse 1
180,active,1,02,ws-,bin,Area180,[],17,3,1,Floor1,1,warehouse 1
181,active,1,02,ws-,bin,Area181,[],18,3,1,Floor1,1,warehouse 1
182,active,1,02,ws-,bin,Area182,[],19,3,1,Floor1,1,warehouse 1
183,active,1,02,ws-,bin,Area183,[],20,3,1,Floor1,1,warehouse 1
184,active,1,02,ws-,bin,Area184,[],21,3,1,Floor1,1,warehouse 1
185,active,1,02,ws-,bin,Area185,[],22,3,1,Floor1,1,warehouse 1
186,active,1,02,ws-,bin,Area186,[],23,3,1,Floor1,1,warehouse 1
187,active,1,02,ws-,bin,Area187,[],24,3,1,Floor1,1,warehouse 1
188,active,1,02,ws-,bin,Area188,[],25,3,1,Floor1,1,warehouse 1
189,active,1,02,ws-,bin,Area189,[],26,3,1,Floor1,1,warehouse 1
190,active,1,02,ws-,bin,Area190,[],27,3,1,Floor1,1,warehouse 1
191,active,1,02,ws-,bin,Area191,[],28,3,1,Floor1,1,warehouse 1
192,active,1,02,ws-,bin,Area192,[],29,3,1,Floor1,1,warehouse 1
193,active,1,02,ws-,bin,Area193,[],30,3,1,Floor1,1,warehouse 1
194,active,1,02,ws-,bin,Area194,[],31,3,1,Floor1,1,warehouse 1
195,active,1,02,ws-,bin,Area195,[],32,3,1,Floor1,1,warehouse 1
196,active,1,02,ws-,bin,Area196,[],33,3,1,Floor1,1,warehouse 1
197,active,1,02,ws-,bin,Area197,[],34,3,1,Floor1,1,warehouse 1
198,active,1,02,ws-,bin,Area198,[],35,3,1,Floor1,1,warehouse 1
199,active,1,02,ws-,bin,Area199,[],36,3,1,Floor1,1,warehouse 1
200,active,1,02,ws-,bin,Area200,[],37,3,1,Floor1,1,warehouse 1
201,active,1,02,ws-,bin,Area201,[],38,3,1,Floor1,1,warehouse 1
202,active,1,02,ws-,bin,Area202,[],39,3,1,Floor1,1,warehouse 1
203,active,1,02,ws-,bin,Area203,[],40,3,1,Floor1,1,warehouse 1
204,active,1,02,ws-,bin,Area204,[],41,3,1,Floor1,1,warehouse 1
205,active,1,02,ws-,bin,Area205,[],42,3,1,Floor1,1,warehouse 1
206,active,1,02,ws-,bin,Area206,[],43,3,1,Floor1,1,warehouse 1
207,active,1,02,ws-,bin,Area207,[],44,3,1,Floor1,1,warehouse 1
208,active,1,02,ws-,bin,Area208,[],45,3,1,Floor1,1,warehouse 1
209,active,1,02,ws-,bin,Area209,[],46,3,1,Floor1,1,warehouse 1
210,active,1,02,ws-,bin,Area210,[],47,3,1,Floor1,1,warehouse 1
211,active,1,02,ws-,bin,Area211,[],48,3,1,Floor1,1,warehouse 1
212,active,1,02,ws-,bin,Area212,[],49,3,1,Floor1,1,warehouse 1
213,active,1,02,ws-,bin,Area213,[],50,3,1,Floor1,1,warehouse 1
214,active,1,02,ws-,bin,Area214,[],51,3,1,Floor1,1,warehouse 1
215,active,1,02,ws-,bin,Area215,[],52,3,1,Floor1,1,warehouse 1
216,active,1,02,ws-,bin,Area216,[],53,3,1,Floor1,1,warehouse 1
217,active,1,02,ws-,bin,Area217,[],0,4,1,Floor1,1,warehouse 1
218,active,1,02,ws-,bin,Area218,[],1,4,1,Floor1,1,warehouse 1
219,active,1,02,ws-,bin,Area219,[],2,4,1,Floor1,1,warehouse 1
220,active,1,02,ws-,bin,Area220,[],3,4,1,Floor1,1,warehouse 1
221,active,1,02,ws-,bin,Area221,[],4,4,1,Floor1,1,warehouse 1
222,active,1,02,ws-,bin,Area222,[],5,4,1,Floor1,1,warehouse 1
223,active,1,02,ws-,bin,Area223,[],6,4,1,Floor1,1,warehouse 1
224,active,1,02,ws-,bin,Area224,[],7,4,1,Floor1,1,warehouse 1
225,active,1,02,ws-,bin,Area225,[],8,4,1,Floor1,1,warehouse 1
226,active,1,02,ws-,bin,Area226,[],9,4,1,Floor1,1,warehouse 1
227,active,1,02,ws-,bin,Area227,[],10,4,1,Floor1,1,warehouse 1
228,active,1,02,ws-,bin,Area228,[],11,4,1,Floor1,1,warehouse 1
229,active,1,02,ws-,bin,Area229,[],12,4,1,Floor1,1,warehouse 1
230,active,1,02,ws-,bin,Area230,[],13,4,1,Floor1,1,warehouse 1
231,active,1,02,ws-,bin,Area231,[],14,4,1,Floor1,1,warehouse 1
232,active,1,02,ws-,bin,Area232,[],15,4,1,Floor1,1,warehouse 1
233,active,1,02,ws-,bin,Area233,[],16,4,1,Floor1,1,warehouse 1
234,active,1,02,ws-,bin,Area234,[],17,4,1,Floor1,1,warehouse 1
235,active,1,02,ws-,bin,Area235,[],18,4,1,Floor1,1,warehouse 1
236,active,1,02,ws-,bin,Area236,[],19,4,1,Floor1,1,warehouse 1
237,active,1,02,ws-,bin,Area237,[],20,4,1,Floor1,1,warehouse 1
238,active,1,02,ws-,bin,Area238,[],21,4,1,Floor1,1,warehouse 1
239,active,1,02,ws-,bin,Area239,[],22,4,1,Floor1,1,warehouse 1
240,active,1,02,ws-,bin,Area240,[],23,4,1,Floor1,1,warehouse 1
241,active,1,02,ws-,bin,Area241,[],24,4,1,Floor1,1,warehouse 1
242,active,1,02,ws-,bin,Area242,[],25,4,1,Floor1,1,warehouse 1
243,active,1,02,ws-,bin,Area243,[],26,4,1,Floor1,1,warehouse 1
244,active,1,02,ws-,bin,Area244,[],27,4,1,Floor1,1,warehouse 1
245,active,1,02,ws-,bin,Area245,[],28,4,1,Floor1,1,warehouse 1
246,active,1,02,ws-,bin,Area246,[],29,4,1,Floor1,1,warehouse 1
247,active,1,02,ws-,bin,Area247,[],30,4,1,Floor1,1,warehouse 1
248,active,1,02,ws-,bin,Area248,[],31,4,1,Floor1,1,warehouse 1
249,active,1,02,ws-,bin,Area249,[],32,4,1,Floor1,1,warehouse 1
250,active,1,02,ws-,bin,Area250,[],33,4,1,Floor1,1,warehouse 1
251,active,1,02,ws-,bin,Area251,[],34,4,1,Floor1,1,warehouse 1
252,active,1,02,ws-,bin,Area252,[],35,4,1,Floor1,1,warehouse 1
253,active,1,02,ws-,bin,Area253,[],36,4,1,Floor1,1,warehouse 1
254,active,1,02,ws-,bin,Area254,[],37,4,1,Floor1,1,warehouse 1
255,active,1,02,ws-,bin,Area255,[],38,4,1,Floor1,1,warehouse 1
256,active,1,02,ws-,bin,Area256,[],39,4,1,Floor1,1,warehouse 1
257,active,1,02,ws-,bin,Area257,[],40,4,1,Floor1,1,warehouse 1
258,active,1,02,ws-,bin,Area258,[],41,4,1,Floor1,1,warehouse 1
259,active,1,02,ws-,bin,Area259,[],42,4,1,Floor1,1,warehouse 1
260,active,1,02,ws-,bin,Area260,[],43,4,1,Floor1,1,warehouse 1
261,active,1,02,ws-,bin,Area261,[],44,4,1,Floor1,1,warehouse 1
262,active,1,02,ws-,bin,Area262,[],45,4,1,Floor1,1,warehouse 1
263,active,1,02,ws-,bin,Area263,[],46,4,1,Floor1,1,warehouse 1
264,active,1,02,ws-,bin,Area264,[],47,4,1,Floor1,1,warehouse 1
265,active,1,02,ws-,bin,Area265,[],48,4,1,Floor1,1,warehouse 1
266,active,1,02,ws-,bin,Area266,[],49,4,1,Floor1,1,warehouse 1
267,active,1,02,ws-,bin,Area267,[],50,4,1,Floor1,1,warehouse 1
268,active,1,02,ws-,bin,Area268,[],51,4,1,Floor1,1,warehouse 1
269,active,1,02,ws-,bin,Area269,[],52,4,1,Floor1,1,warehouse 1
270,active,1,02,ws-,bin,Area270,[],53,4,1,Floor1,1,warehouse 1
271,active,1,02,ws-,bin,Area271,[],0,5,1,Floor1,1,warehouse 1
272,active,1,02,ws-,bin,Area272,[],1,5,1,Floor1,1,warehouse 1
273,active,1,02,ws-,bin,Area273,[],2,5,1,Floor1,1,warehouse 1
274,active,1,02,ws-,bin,Area274,[],3,5,1,Floor1,1,warehouse 1
275,active,1,02,ws-,bin,Area275,[],4,5,1,Floor1,1,warehouse 1
276,active,1,02,ws-,bin,Area276,[],5,5,1,Floor1,1,warehouse 1
277,active,1,02,ws-,bin,Area277,[],6,5,1,Floor1,1,warehouse 1
278,active,1,02,ws-,bin,Area278,[],7,5,1,Floor1,1,warehouse 1
279,active,1,02,ws-,bin,Area279,[],8,5,1,Floor1,1,warehouse 1
280,active,1,02,ws-,bin,Area280,[],9,5,1,Floor1,1,warehouse 1
281,active,1,02,ws-,bin,Area281,[],10,5,1,Floor1,1,warehouse 1
282,active,1,02,ws-,bin,Area282,[],11,5,1,Floor1,1,warehouse 1
283,active,1,02,ws-,bin,Area283,[],12,5,1,Floor1,1,warehouse 1
284,active,1,02,ws-,bin,Area284,[],13,5,1,Floor1,1,warehouse 1
285,active,1,02,ws-,bin,Area285,[],14,5,1,Floor1,1,warehouse 1
286,active,1,02,ws-,bin,Area286,[],15,5,1,Floor1,1,warehouse 1
287,active,1,02,ws-,bin,Area287,[],16,5,1,Floor1,1,warehouse 1
288,active,1,02,ws-,bin,Area288,[],17,5,1,Floor1,1,warehouse 1
289,active,1,02,ws-,bin,Area289,[],18,5,1,Floor1,1,warehouse 1
290,active,1,02,ws-,bin,Area290,[],19,5,1,Floor1,1,warehouse 1
291,active,1,02,ws-,bin,Area291,[],20,5,1,Floor1,1,warehouse 1
292,active,1,02,ws-,bin,Area292,[],21,5,1,Floor1,1,warehouse 1
293,active,1,02,ws-,bin,Area293,[],22,5,1,Floor1,1,warehouse 1
294,active,1,02,ws-,bin,Area294,[],23,5,1,Floor1,1,warehouse 1
295,active,1,02,ws-,bin,Area295,[],24,5,1,Floor1,1,warehouse 1
296,active,1,02,ws-,bin,Area296,[],25,5,1,Floor1,1,warehouse 1
297,active,1,02,ws-,bin,Area297,[],26,5,1,Floor1,1,warehouse 1
298,active,1,02,ws-,bin,Area298,[],27,5,1,Floor1,1,warehouse 1
299,active,1,02,ws-,bin,Area299,[],28,5,1,Floor1,1,warehouse 1
300,active,1,02,ws-,bin,Area300,[],29,5,1,Floor1,1,warehouse 1
301,active,1,02,ws-,bin,Area301,[],30,5,1,Floor1,1,warehouse 1
302,active,1,02,ws-,bin,Area302,[],31,5,1,Floor1,1,warehouse 1
303,active,1,02,ws-,bin,Area303,[],32,5,1,Floor1,1,warehouse 1
304,active,1,02,ws-,bin,Area304,[],33,5,1,Floor1,1,warehouse 1
305,active,1,02,ws-,bin,Area305,[],34,5,1,Floor1,1,warehouse 1
306,active,1,02,ws-,bin,Area306,[],35,5,1,Floor1,1,warehouse 1
307,active,1,02,ws-,bin,Area307,[],36,5,1,Floor1,1,warehouse 1
308,active,1,02,ws-,bin,Area308,[],37,5,1,Floor1,1,warehouse 1
309,active,1,02,ws-,bin,Area309,[],38,5,1,Floor1,1,warehouse 1
310,active,1,02,ws-,bin,Area310,[],39,5,1,Floor1,1,warehouse 1
311,active,1,02,ws-,bin,Area311,[],40,5,1,Floor1,1,warehouse 1
312,active,1,02,ws-,bin,Area312,[],41,5,1,Floor1,1,warehouse 1
313,active,1,02,ws-,bin,Area313,[],42,5,1,Floor1,1,warehouse 1
314,active,1,02,ws-,bin,Area314,[],43,5,1,Floor1,1,warehouse 1
315,active,1,02,ws-,bin,Area315,[],44,5,1,Floor1,1,warehouse 1
316,active,1,02,ws-,bin,Area316,[],45,5,1,Floor1,1,warehouse 1
317,active,1,02,ws-,bin,Area317,[],46,5,1,Floor1,1,warehouse 1
318,active,1,02,ws-,bin,Area318,[],47,5,1,Floor1,1,warehouse 1
319,active,1,02,ws-,bin,Area319,[],48,5,1,Floor1,1,warehouse 1
320,active,1,02,ws-,bin,Area320,[],49,5,1,Floor1,1,warehouse 1
321,active,1,02,ws-,bin,Area321,[],50,5,1,Floor1,1,warehouse 1
322,active,1,02,ws-,bin,Area322,[],51,5,1,Floor1,1,warehouse 1
323,active,1,02,ws-,bin,Area323,[],52,5,1,Floor1,1,warehouse 1
324,active,1,02,ws-,bin,Area324,[],53,5,1,Floor1,1,warehouse 1
325,active,1,02,ws-,bin,Area325,[],0,6,1,Floor1,1,warehouse 1
326,active,1,02,ws-,bin,Area326,[],1,6,1,Floor1,1,warehouse 1
327,active,1,02,ws-,bin,Area327,[],2,6,1,Floor1,1,warehouse 1
328,active,1,02,ws-,bin,Area328,[],3,6,1,Floor1,1,warehouse 1
329,active,1,02,ws-,bin,Area329,[],4,6,1,Floor1,1,warehouse 1
330,active,1,02,ws-,bin,Area330,[],5,6,1,Floor1,1,warehouse 1
331,active,1,02,ws-,bin,Area331,[],6,6,1,Floor1,1,warehouse 1
332,active,1,02,ws-,bin,Area332,[],7,6,1,Floor1,1,warehouse 1
333,active,1,02,ws-,bin,Area333,[],8,6,1,Floor1,1,warehouse 1
334,active,1,02,ws-,bin,Area334,[],9,6,1,Floor1,1,warehouse 1
335,active,1,02,ws-,bin,Area335,[],10,6,1,Floor1,1,warehouse 1
336,active,1,02,ws-,bin,Area336,[],11,6,1,Floor1,1,warehouse 1
